ID,BW,DATE,COMMENTS,SEX,COHORT,STRAIN,AIM,DIET_CODE
3721,39.68,2025-02-10,DAY_4_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3721,39.62,2025-02-12,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3721,39.97,2025-02-14,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3721,42.18,2025-02-17,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3721,43.56,2025-02-19,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3721,42.72,2025-02-21,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3721,43.11,2025-02-24,RESTRICTED_DAY_1,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3721,41.91,2025-02-26,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3721,41.7,2025-02-28,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3721,40.38,2025-03-03,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,29.88,2024-11-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,29.51,2024-11-13,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,32.16,2024-11-20,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,35.15,2024-11-26,IN_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,35.21,2024-11-27,IN_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,37.28,2024-12-02,END_SABLE_DAY_1_LFD,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,33.04,2024-12-04,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,34.94,2024-12-11,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,36.2,2024-12-13,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,35.87,2024-12-16,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,36.56,2024-12-18,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,37.16,2024-12-20,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,36.77,2024-12-23,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,37.95,2024-12-25,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,37.24,2024-12-27,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,36.8,2024-12-30,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,37.03,2025-01-01,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,36.83,2025-01-03,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,38.18,2025-01-06,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,39.06,2025-01-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,39.21,2025-01-10,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,39.81,2025-01-13,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,40.58,2025-01-15,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,40.77,2025-01-17,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,39.78,2025-01-20,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,40.33,2025-01-22,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,39.21,2025-01-24,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,39.47,2025-01-27,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,39.9,2025-01-29,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,39.86,2025-01-31,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,40.64,2025-02-03,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,41.18,2025-02-05,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,42.1,2025-02-07,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,40.84,2025-02-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,41.71,2025-02-10,DAY_2_ACC_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,42.16,2025-02-12,DAY_1_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,40.37,2025-02-14,DAY_3_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,40.21,2025-02-17,FASTING_OVERNIGHT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,37.96,2025-02-18,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,40.25,2025-02-19,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,39.48,2025-02-21,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,40.86,2025-02-24,RESTRICTED_DAY_1,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,39.24,2025-02-26,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,39.27,2025-02-28,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3722,37.56,2025-03-03,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,31.45,2024-11-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,33.31,2024-11-13,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,37.28,2024-11-20,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,39.81,2024-11-26,IN_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,38.5,2024-11-27,IN_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,38.71,2024-12-02,END_SABLE_DAY_1_LFD,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,34.24,2024-12-04,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,36.62,2024-12-11,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,37.31,2024-12-13,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,38.5,2024-12-16,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,39.33,2024-12-18,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,39.83,2024-12-20,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,41.03,2024-12-23,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,41.24,2024-12-25,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,41.16,2024-12-27,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,41.25,2024-12-30,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,41.11,2025-01-01,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,41.16,2025-01-03,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,41.7,2025-01-06,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,42.75,2025-01-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,43.02,2025-01-10,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,43.58,2025-01-13,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,44.69,2025-01-15,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,44.18,2025-01-17,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,44.03,2025-01-20,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,43.4,2025-01-22,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,43.45,2025-01-24,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,43.7,2025-01-27,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,44.22,2025-01-29,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,44.74,2025-01-31,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,45.55,2025-02-03,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,45.44,2025-02-05,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,46.06,2025-02-07,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,45.35,2025-02-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,43.51,2025-02-10,DAY_2_ACC_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,43.12,2025-02-12,DAY_1_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,43.23,2025-02-14,DAY_3_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,43.8,2025-02-17,FASTING_OVERNIGHT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,42.18,2025-02-18,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,43.9,2025-02-19,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,44.01,2025-02-21,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,44.91,2025-02-24,RESTRICTED_DAY_1,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,43.02,2025-02-26,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,42.69,2025-02-28,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3723,41.48,2025-03-03,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,27.13,2024-11-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,27.55,2024-11-13,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,29.36,2024-11-20,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,33.16,2024-11-26,IN_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,31.44,2024-11-27,IN_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,32.48,2024-12-02,END_SABLE_DAY_1_LFD,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,30.81,2024-12-04,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,33.31,2024-12-11,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,34.57,2024-12-13,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,36.62,2024-12-16,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,37.2,2024-12-18,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,36.44,2024-12-20,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,37.26,2024-12-23,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,38.7,2024-12-25,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,38.34,2024-12-27,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,38.55,2024-12-30,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,38.13,2025-01-01,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,38.46,2025-01-03,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,40.27,2025-01-06,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.24,2025-01-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.53,2025-01-10,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,42.9,2025-01-13,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,43.19,2025-01-15,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.89,2025-01-17,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.7,2025-01-20,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,42.5,2025-01-22,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,42.52,2025-01-24,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.17,2025-01-27,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.44,2025-01-29,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.77,2025-01-31,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.67,2025-02-03,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,42.03,2025-02-05,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,43.89,2025-02-07,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,43.28,2025-02-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,40.33,2025-02-10,DAY_2_ACC_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,39.73,2025-02-12,DAY_1_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.34,2025-02-14,DAY_3_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.1,2025-02-17,FASTING_OVERNIGHT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,38.73,2025-02-18,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,42.12,2025-02-19,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,44.66,2025-02-21,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,43.66,2025-02-24,RESTRICTED_DAY_1,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.94,2025-02-26,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,41.27,2025-02-28,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3724,39.79,2025-03-03,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,28.66,2024-11-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,29.64,2024-11-13,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,31.6,2024-11-20,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,35.24,2024-11-26,IN_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,30.19,2024-11-27,IN_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,31.31,2024-12-02,END_SABLE_DAY_1_LFD,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,27.57,2024-12-04,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,29.79,2024-12-11,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,30.97,2024-12-13,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,32.75,2024-12-16,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,34.08,2024-12-18,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,34.51,2024-12-20,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,36.07,2024-12-23,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,36.61,2024-12-25,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,36.84,2024-12-27,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,36.79,2024-12-30,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,36.98,2025-01-01,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,38.2,2025-01-03,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,38.93,2025-01-06,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,40.2,2025-01-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,40.44,2025-01-10,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,39.8,2025-01-13,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,41.42,2025-01-15,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,41.53,2025-01-17,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,42.38,2025-01-20,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,42.23,2025-01-22,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,41.23,2025-01-24,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,41.16,2025-01-27,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,41.75,2025-01-29,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,42.55,2025-01-31,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,43.21,2025-02-03,FOOD_REPLACEMENT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,43.06,2025-02-05,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,44.62,2025-02-07,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,43.99,2025-02-08,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,39.76,2025-02-10,DAY_2_ACC_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,42.21,2025-02-12,DAY_1_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,41.14,2025-02-14,DAY_3_SABLE,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,41.14,2025-02-17,FASTING_OVERNIGHT,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,38.59,2025-02-18,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,40.64,2025-02-19,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,40.78,2025-02-21,NA,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,40.71,2025-02-24,RESTRICTED_DAY_1,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,38.98,2025-02-26,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,37.48,2025-02-28,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3725,36.3,2025-03-03,RESTRICTED_GROUP,F,4,NZO/HlLtJ,EEGAP,D12450Ki
3726,26.58,2024-11-15,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,27.93,2024-11-20,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,31.46,2024-11-26,IN_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,35.05,2024-11-27,IN_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,37.04,2024-12-02,END_SABLE_DAY_1_LFD,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,32.35,2024-12-04,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,33.29,2024-12-11,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,33.85,2024-12-13,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,35.12,2024-12-16,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,35.27,2024-12-18,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,36.96,2024-12-20,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,37.12,2024-12-23,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,38.4,2024-12-25,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,38,2024-12-27,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,39.6,2024-12-30,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,39.42,2025-01-01,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,40.21,2025-01-03,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,40.39,2025-01-06,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,41.4,2025-01-08,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,41.65,2025-01-10,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,41.82,2025-01-13,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,42.8,2025-01-15,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,42.74,2025-01-17,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,43.99,2025-01-20,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,43.8,2025-01-22,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,43.15,2025-01-24,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,43.83,2025-01-27,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,44.86,2025-01-29,DAY_1_ACC_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,43.13,2025-01-31,DAY_3_ACC_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,43.52,2025-02-03,DAY_6_ACC_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,43.44,2025-02-05,DAY_8_ACC_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,44.28,2025-02-07,DAY_9_ACC_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,44.28,2025-02-08,DAY_1_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,44.44,2025-02-10,DAY_3_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,45.14,2025-02-12,FASTING_OVERNIGHT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,42.23,2025-02-13,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,45.38,2025-02-14,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,46.86,2025-02-17,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,48.72,2025-02-19,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,48.15,2025-02-21,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,48.14,2025-02-24,AD_LIB_GROUP,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,48.49,2025-02-26,AD_LIB_GROUP,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3726,49.35,2025-02-28,AD_LIB_GROUP,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,27.11,2024-11-15,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,28.45,2024-11-20,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,31.52,2024-11-27,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,36.2,2024-12-03,IN_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,34.56,2024-12-04,IN_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,35.95,2024-12-09,END_SABLE_DAY_1_LFD,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,31.78,2024-12-11,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,32.42,2024-12-13,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,33.4,2024-12-16,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,35.69,2024-12-18,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,36.6,2024-12-20,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,37.28,2024-12-23,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,37.92,2024-12-25,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,39.1,2024-12-27,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,38.2,2024-12-30,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,38.01,2025-01-01,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,39.53,2025-01-03,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,39.77,2025-01-06,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,39.48,2025-01-08,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,39.79,2025-01-10,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,40.95,2025-01-13,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,41.86,2025-01-15,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,42.08,2025-01-17,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,41.4,2025-01-20,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,40.72,2025-01-22,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,41.23,2025-01-24,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,41.79,2025-01-27,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,41.91,2025-01-29,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,43.04,2025-01-31,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,42.83,2025-02-03,FOOD_REPLACEMENT,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,42.55,2025-02-05,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,43.82,2025-02-07,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,41.5,2025-02-10,DAY_1_ACC_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,41.06,2025-02-12,DAY_1_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,41.07,2025-02-14,DAY_3_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,41.01,2025-02-17,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,40.71,2025-02-19,NA,F,5,NZO/HlLtJ,EEGAP,D12450Ki
3727,42.56,2025-02-21,DAY_1_ACC_SABLE,F,5,NZO/HlLtJ,EEGAP,D12450Ki
