MICE_ID_RAR_INDIVIDUAL,ID,STRAIN,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE_RECORDING,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
,9367,CD1,6A,,370-F,,F,LFD,11.91,3.23,,6/13/25,,23.21,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,15.01,3.74,,6/13/25,,35.63,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,12.56,5.9,,6/13/25,,22.33,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,12.3,7.52,,6/13/25,,19.17,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,13.29,7.4,,6/13/25,,17.84,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,10.22,3.75,,6/13/25,,23.79,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,12.65,5.06,,6/13/25,,24.24,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,10.72,6.9,,6/13/25,,17.08,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,11.55,6.06,,6/13/25,,20.18,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,11.38,5.08,,6/13/25,,20.35,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,12.46,4.64,,6/13/25,,22.05,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,17.12,8.08,,6/16/25,,17.63,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,16.62,5.3,,6/16/25,,18.27,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,20.31,9.57,,6/16/25,,18.32,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,17.98,8.9,,6/16/25,,17.91,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,16.32,7.11,,6/16/25,,18.04,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,21.51,11.02,,6/16/25,,17.01,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,22.41,8.53,,6/16/25,,20.89,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,19.96,11.5,,6/16/25,,21.85,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,18.02,8.62,,6/16/25,,18.22,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,21.43,12.37,,6/16/25,,17.24,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,21.42,8.79,,6/16/25,,18.78,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,20.69,11.32,,6/16/25,,18.12,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,24.3,12.22,,6/16/25,,20.98,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,23.21,9.42,,6/16/25,,19,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,35.63,25.59,,6/16/25,,19.95,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,22.33,12.04,,6/16/25,,16.85,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,19.17,7.67,,6/16/25,,17.83,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,17.84,7.69,,6/16/25,,17.13,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,23.79,11.8,,6/16/25,,19.91,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,24.24,11.96,,6/16/25,,19.81,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,17.08,8.71,,6/16/25,,19.1,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,20.18,9.5,,6/16/25,,23.25,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,20.35,9.01,,6/16/25,,16.73,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,22.05,9.43,,6/16/25,,20.41,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,17.63,10.97,40.87,6/18/25,,11.18,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,18.27,11.32,36.46,6/18/25,,11.48,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,18.32,10.75,38.02,6/18/25,,10.14,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,17.91,11.56,32.57,6/18/25,,11.1,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,18.04,11.83,29.28,6/18/25,,10.95,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,17.01,9.16,50.1,6/18/25,,11.48,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,20.89,11.43,25.17,6/18/25,,13.33,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,21.85,14.34,31.73,6/18/25,,11.16,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,18.22,9.87,38.84,6/18/25,,11,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,17.24,10.37,35.73,6/18/25,,10.93,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,18.78,10.98,25.4,6/18/25,,11.57,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,18.12,12.81,33.71,6/18/25,,11.52,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,20.98,13.32,35.77,6/18/25,,11.85,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,19,10.61,22.71,6/18/25,,11.49,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,19.95,8.46,29.95,6/18/25,,14.27,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,16.85,8.67,28.75,6/18/25,,13.34,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,17.83,11.35,29.06,6/18/25,,11.53,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,17.13,11.37,25.12,6/18/25,,10.28,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,19.91,13.84,33.92,6/18/25,,11.29,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,19.81,11.05,41.75,6/18/25,,13.12,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,19.1,13.2,25.29,6/18/25,,12.53,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,23.25,17.05,32.87,6/18/25,,12,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,16.73,9.67,33.84,6/18/25,,14.3,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,20.41,13.81,26.42,6/18/25,,11.6,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,11.18,4.87,,6/20/25,,16.37,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,11.48,6.25,,6/20/25,,13.51,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,10.14,3.01,,6/20/25,,14.13,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,11.1,4.93,,6/20/25,,14.02,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,10.95,3.08,,6/20/25,,13.98,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,11.48,4.45,,6/20/25,,13.91,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,13.33,5.01,,6/20/25,,16.14,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,11.16,5.25,,6/20/25,,16.27,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,11,2.98,,6/20/25,,16.96,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,10.93,5.16,,6/20/25,,14.21,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,11.57,3.22,,6/20/25,,14.97,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,11.52,4.54,,6/20/25,,14.52,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,11.85,3.75,,6/20/25,,13.9,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,11.49,2.44,,6/20/25,,14.97,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,14.27,3.41,,6/20/25,,16.95,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,13.34,6.09,,6/20/25,,14.59,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,11.53,5.11,,6/20/25,,13.28,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,10.28,3.8,,6/20/25,,13.49,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,11.29,4.24,,6/20/25,,13.25,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,13.12,5.61,,6/20/25,,16,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,12.53,3.98,,6/20/25,,13.04,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,12,5.19,,6/20/25,,14.9,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,14.3,7.77,,6/20/25,,13.98,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,11.6,2.74,,6/20/25,,12.79,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,16.37,5.93,,6/23/25,,12.62,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,13.51,5.62,,6/23/25,,14.21,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,14.13,3.54,,6/23/25,,14.81,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,14.02,5.64,,6/23/25,,14.11,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,13.98,0.88,,6/23/25,,13.54,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,13.91,3.49,,6/23/25,,14.71,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,16.14,3.14,,6/23/25,,15.24,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,16.27,5.26,,6/23/25,,14.91,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,16.96,5.43,,6/23/25,,13.28,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,14.21,5.2,,6/23/25,,13.23,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,14.97,3.74,,6/23/25,,14.09,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,14.52,6.26,,6/23/25,,13.83,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,13.9,1.95,,6/23/25,,12.57,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,14.97,2.04,,6/23/25,,14.29,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,16.95,0.52,,6/23/25,,18.18,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,14.59,0,,6/23/25,,18.12,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,13.28,1.98,,6/23/25,,16.32,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,13.49,2.39,,6/23/25,,14.16,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,13.25,0,,6/23/25,,16.42,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,16,3.5,,6/23/25,,14.88,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,13.04,0,,6/23/25,,16.17,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,14.9,4.74,,6/23/25,,15.46,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,13.98,3.78,,6/23/25,,13.88,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,12.79,1.39,,6/23/25,,13.19,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,12.62,7.94,41.18,6/25/25,,11.63,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,14.21,9.3,35.11,6/25/25,,11.38,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,14.81,8.76,38.24,6/25/25,,12.59,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,14.11,7.23,34.66,6/25/25,,12.79,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,13.54,7.74,33.88,6/25/25,,10.98,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,14.71,9.24,50.15,6/25/25,,12.58,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,15.24,5.95,24.36,6/25/25,,13.01,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,14.91,9.41,31.01,6/25/25,,10.76,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,13.28,7,40.26,6/25/25,,11.23,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,13.23,6.48,35.93,6/25/25,,11.87,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,14.09,6.54,27.13,6/25/25,,11.12,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,13.83,8.58,34.57,6/25/25,,13.18,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,12.57,6.47,35.67,6/25/25,,11.36,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,14.29,4.94,23.3,6/25/25,,15.41,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,18.18,7.87,29.74,6/25/25,,16.82,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,18.12,14.17,28.68,6/25/25,,13.2,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,16.32,10.35,30.1,6/25/25,,13.7,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,14.16,8.46,26.16,6/25/25,,12.67,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,16.42,9.7,36,6/25/25,,11.48,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,14.88,9.32,41.3,6/25/25,,13.29,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,16.17,7.35,25.06,6/25/25,,13.19,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,15.46,9.41,33.3,6/25/25,,13.79,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,13.88,9.44,32.88,6/25/25,,12.76,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,13.19,7.3,25.92,6/25/25,,12.22,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,11.63,6.3,,6/27/25,,15.99,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,11.38,5.85,,6/27/25,,14.42,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,12.59,5.6,,6/27/25,,14.43,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,12.79,4.88,,6/27/25,,14.47,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,10.98,7.47,,6/27/25,,13.36,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,12.58,6.4,,6/27/25,,13.86,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,13.01,3.66,,6/27/25,,13.41,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,10.76,3.18,,6/27/25,,14.98,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,11.23,3.98,,6/27/25,,14.26,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,11.87,6.78,,6/27/25,,14.42,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,11.12,3.99,,6/27/25,,14.63,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,13.18,7.1,,6/27/25,,14.5,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,11.36,6.8,,6/27/25,,15.94,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,15.41,4.82,,6/27/25,,13.47,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,16.82,4.76,,6/27/25,,13.13,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,13.2,7.51,,6/27/25,,16.41,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,13.7,6.08,,6/27/25,,13.08,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,12.67,6.21,,6/27/25,,13.58,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,11.48,3.93,,6/27/25,,14.81,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,13.29,6.69,,6/27/25,,15.66,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,13.19,4.81,,6/27/25,,15.61,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,13.79,6.81,,6/27/25,,16.3,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,12.76,5.46,,6/27/25,,14.05,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,12.22,5.58,,6/27/25,,15,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,15.99,6.09,,6/30/25,,14.78,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,14.42,6.75,,6/30/25,,17.41,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,14.43,4.82,,6/30/25,,12.58,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,14.47,6.37,,6/30/25,,10.3,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,13.36,4.17,,6/30/25,,12.67,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,13.86,4.82,,6/30/25,,13.38,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,13.41,0.72,,6/30/25,,14.44,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,14.98,3.59,,6/30/25,,14.65,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,14.26,2,,6/30/25,,12.23,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,14.42,4.57,,6/30/25,,10.21,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,14.63,0,,6/30/25,,18,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,14.5,4.52,,6/30/25,,10.75,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,15.94,3.72,,6/30/25,,13.52,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,13.47,0,,6/30/25,,13.71,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,13.13,0,,6/30/25,,13.76,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,16.41,4.85,,6/30/25,,13.35,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,13.08,3.61,,6/30/25,,15.4,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,13.58,3.41,,6/30/25,,13.48,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,14.81,2.85,,6/30/25,,13.91,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,15.66,2.14,,6/30/25,,15.61,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,15.61,1.66,,6/30/25,,16.35,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,16.3,5.57,,6/30/25,,13.1,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,14.05,4.23,,6/30/25,,14.55,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,15,3.45,,6/30/25,,13.94,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,14.78,9.04,42.41,7/2/25,,11.23,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,17.41,11.57,35.52,7/2/25,,12.29,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,12.58,4.95,39.27,7/2/25,,11.2,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,10.3,5.86,33.7,7/2/25,,10.91,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,12.67,7.41,31.42,7/2/25,,10.8,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,13.38,4.95,52.74,7/2/25,,14.54,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,14.44,4.81,24.98,7/2/25,,13.07,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,14.65,7.33,32.22,7/2/25,,11.35,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,12.23,4.41,44.01,7/2/25,,12.95,NO,D12451i,,,,,,2409-42370A
,9362,CD1,6A,,370-F,,M,HFD,10.21,2.78,36.85,7/2/25,,14.21,NO,D12451i,,,,,,2409-42370A
,9363,CD1,6A,,370-F,,F,HFD,18,5.42,29.95,7/2/25,,18.41,NO,D12451i,,,,,,2409-42370A
,9364,CD1,6A,,370-F,,M,HFD,10.75,6.01,35.93,7/2/25,,11.39,NO,D12451i,,,,,,2409-42370A
,9366,CD1,6A,,370-F,,M,LFD,13.52,5.74,36.52,7/2/25,,12.63,NO,D12450Hi,,,,,,2409-42370A
,9367,CD1,6A,,370-F,,F,LFD,13.71,3.09,24.74,7/2/25,,15.03,NO,D12450Hi,,,,,,2409-42370A
,9368,CD1,6A,,370-F,,M,LFD,13.76,0,30.77,7/2/25,,21.81,NO,D12450Hi,,,,,,2409-42370A
,9369,CD1,6A,,370-F,,F,LFD,13.35,3.09,31.42,7/2/25,,15.31,NO,D12450Hi,,,,,,2409-42370A
,9370,CD1,6A,,370-F,,F,LFD,15.4,8.35,31.21,7/2/25,,13.82,NO,D12450Hi,,,,,,2409-42370A
,9372,CD1,6A,,370-F,,F,LFD,13.48,6.71,26.66,7/2/25,,15.82,NO,D12450Hi,,,,,,2409-42370A
,9373,CD1,6A,,370-F,,M,LFD,13.91,3.92,39.41,7/2/25,,16.07,NO,D12450Hi,,,,,,2409-42370A
,9374,CD1,6A,,370-F,,M,LFD,15.61,7.83,42.73,7/2/25,,15.31,NO,D12450Hi,,,,,,2409-42370A
,9375,CD1,6A,,370-F,,F,LFD,16.35,6.73,25.15,7/2/25,,16.1,NO,D12450Hi,,,,,,2409-42370A
,9376,CD1,6A,,370-F,,M,LFD,13.1,6.62,32.8,7/2/25,,16.19,NO,D12450Hi,,,,,,2409-42370A
,9377,CD1,6A,,370-F,,M,LFD,14.55,6.06,35.7,7/2/25,,14.69,NO,D12450Hi,,,,,,2409-42370A
,9378,CD1,6A,,370-F,,F,LFD,13.94,5.95,27.63,7/2/25,,13.83,NO,D12450Hi,,,,,,2409-42370A
,9353,CD1,6A,,370-F,,M,HFD,11.23,5.85,,7/4/25,,15.8,NO,D12451i,,,,,,2409-42370A
,9354,CD1,6A,,370-F,,F,HFD,12.29,5.24,,7/4/25,,17.83,NO,D12451i,,,,,,2409-42370A
,9355,CD1,6A,,370-F,,M,HFD,11.2,4.37,,7/4/25,,16.34,NO,D12451i,,,,,,2409-42370A
,9356,CD1,6A,,370-F,,F,HFD,10.91,5.13,,7/4/25,,17.08,NO,D12451i,,,,,,2409-42370A
,9357,CD1,6A,,370-F,,F,HFD,10.8,4,,7/4/25,,16.83,NO,D12451i,,,,,,2409-42370A
,9358,CD1,6A,,370-F,,M,HFD,14.54,7.78,,7/4/25,,17.35,NO,D12451i,,,,,,2409-42370A
,9359,CD1,6A,,370-F,,F,HFD,13.07,4,,7/4/25,,22.05,NO,D12451i,,,,,,2409-42370A
,9360,CD1,6A,,370-F,,F,HFD,11.35,4.72,,7/4/25,,18.19,NO,D12451i,,,,,,2409-42370A
,9361,CD1,6A,,370-F,,M,HFD,12.95,4.28,,7/4/25,,17.32,NO,D12451i,,,,,,2409-42370A
