MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,IN_SABLE,NEW_FOOD_END_SESSION_G,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,CHOW,5.5,,342.87,,26.02,10/25/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,CHOW,5.5,,276.65,,26.07,10/25/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,CHOW,5.5,,293.26,,29.33,10/25/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,CHOW,5.5,,303.11,,27.03,10/25/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,CHOW,5.5,,287.39,,26.98,10/25/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,CHOW,5.5,,317.03,,30.45,10/25/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,CHOW,5.5,,310,,31.49,10/25/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,CHOW,5.5,,250.35,,26.33,10/25/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,CHOW,5.5,,316.46,,28.78,10/25/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,CHOW,5.5,,305.48,,28.43,10/25/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,CHOW,6,,342.87,330,,10/28/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,CHOW,6,,276.65,260,,10/28/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,CHOW,6,,293.26,281,,10/28/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,CHOW,6,,303.11,291,,10/28/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,CHOW,6,,287.39,272,,10/28/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,CHOW,6,,317.03,300,,10/28/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,CHOW,6,,310,280,,10/28/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,CHOW,6,,250.35,237,,10/28/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,CHOW,6,,316.46,303,,10/28/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,CHOW,6,,305.48,295,,10/28/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,CHOW,6.3,,330,312.58,26.78,10/30/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,CHOW,6.3,,260,235.54,29.45,10/30/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,CHOW,6.3,,281,269.96,32.03,10/30/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,CHOW,6.3,,291,281.48,30.35,10/30/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,CHOW,6.3,,272,260.39,29.08,10/30/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,CHOW,6.3,,300,292.36,30.54,10/30/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,CHOW,6.3,,280,262.9,34.3,10/30/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,CHOW,6.3,,237,227.13,28.99,10/30/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,CHOW,6.3,,303,294.83,30.78,10/30/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,CHOW,6.3,,295,286.9,29.99,10/30/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,CHOW,6.5,,312.58,293.31,,11/1/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,CHOW,6.5,,235.54,216.62,,11/1/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,CHOW,6.5,,269.96,257.13,,11/1/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,CHOW,6.5,,281.48,269.42,,11/1/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,CHOW,6.5,,260.39,245.31,,11/1/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,CHOW,6.5,,292.36,280.68,,11/1/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,CHOW,6.5,,262.9,238.92,,11/1/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,CHOW,6.5,,227.13,215.58,,11/1/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,CHOW,6.5,,294.83,283.37,,11/1/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,CHOW,6.5,,286.9,275.81,,11/1/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,CHOW,7,,293.31,265.08,,11/4/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,CHOW,7,,216.62,191.51,,11/4/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,CHOW,7,,257.13,238.09,,11/4/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,CHOW,7,,269.42,250.99,,11/4/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,CHOW,7,,245.31,225.25,,11/4/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,CHOW,7,,280.68,265.33,,11/4/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,CHOW,7,,238.92,212.66,,11/4/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,CHOW,7,,215.58,197.67,,11/4/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,CHOW,7,,283.37,266.82,,11/4/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,CHOW,7,,275.81,261.36,,11/4/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,CHOW,7.3,,265.08,252.29,27.99,11/6/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,CHOW,7.3,,191.51,173.55,32.98,11/6/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,CHOW,7.3,,238.09,222.94,36.13,11/6/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,CHOW,7.3,,250.99,236.4,34.48,11/6/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,CHOW,7.3,,225.25,211.15,33.68,11/6/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,CHOW,7.3,,265.33,252.28,33.56,11/6/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,CHOW,7.3,,212.66,195,38.51,11/6/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,CHOW,7.3,,197.67,183.97,32.61,11/6/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,CHOW,7.3,,266.82,254.34,34,11/6/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,CHOW,7.3,,261.36,248.81,32.95,11/6/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,CHOW,7.5,,252.29,242.17,,11/8/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,CHOW,7.5,,173.55,160.51,,11/8/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,CHOW,7.5,,222.94,209.19,,11/8/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,CHOW,7.5,,236.4,224.46,,11/8/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,CHOW,7.5,,211.15,196.99,,11/8/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,CHOW,7.5,,252.28,240.88,,11/8/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,CHOW,7.5,,195,180.09,,11/8/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,CHOW,7.5,,183.97,169.49,,11/8/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,CHOW,7.5,,254.34,241.7,,11/8/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,CHOW,7.5,,248.81,238.35,,11/8/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,CHOW,8,,242.17,227.46,,11/11/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,CHOW,8,,160.51,147.48,,11/11/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,CHOW,8,,209.19,189.62,,11/11/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,CHOW,8,,224.46,204.94,,11/11/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,CHOW,8,,196.99,178.98,,11/11/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,CHOW,8,,240.88,224.36,,11/11/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,CHOW,8,,180.09,164.61,,11/11/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,CHOW,8,,169.49,150.46,,11/11/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,CHOW,8,,241.7,226.73,,11/11/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,CHOW,8,,238.35,223.87,,11/11/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,,CAGE_1,230-F,9/17/24,F,CHOW,8.2,,336.79,,30,11/12/24,DAY_1_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,,CAGE_2,230-F,9/17/24,F,CHOW,8.2,,381.04,,35.5,11/12/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,,CAGE_4,230-F,9/17/24,F,CHOW,8.2,,383.65,,39.9,11/12/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,,CAGE_5,230-F,9/17/24,F,CHOW,8.2,,386.62,,37.7,11/12/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,,CAGE_6,230-F,9/17/24,F,CHOW,8.2,,394.14,,36.1,11/12/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,,CAGE_7,230-F,9/17/24,F,CHOW,8.2,,384.05,,36.3,11/12/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,,CAGE_8,230-F,9/17/24,F,CHOW,8.2,,381.57,,41.7,11/12/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,,CAGE_1,230-F,9/17/24,F,CHOW,8.3,,366.79,361.26,27.3,11/13/24,DAY_3_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,,CAGE_2,230-F,9/17/24,F,CHOW,8.3,,381.04,375.55,32.74,11/13/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,,CAGE_4,230-F,9/17/24,F,CHOW,8.3,,383.65,378.87,37.63,11/13/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,,CAGE_5,230-F,9/17/24,F,CHOW,8.3,,386.62,381.73,33.95,11/13/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,,CAGE_6,230-F,9/17/24,F,CHOW,8.3,,394.14,386.95,34.14,11/13/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,,CAGE_7,230-F,9/17/24,F,CHOW,8.3,,384.05,378.86,33.53,11/13/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,,CAGE_8,230-F,9/17/24,F,CHOW,8.3,,381.57,375.84,40.05,11/13/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,CHOW,8.3,,150.46,139.87,36.45,11/13/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,CHOW,8.3,,226.73,217.06,36.45,11/13/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,CHOW,8.3,,223.87,213.84,34.93,11/13/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,,CAGE_1,230-F,9/17/24,F,CHOW,8.5,,361.26,349.36,,11/15/24,DAY_5_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,CAGE_2,230-F,9/17/24,F,CHOW,8.5,,375.55,365.96,,11/15/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,CAGE_4,230-F,9/17/24,F,CHOW,8.5,,378.87,365.15,,11/15/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,CAGE_5,230-F,9/17/24,F,CHOW,8.5,,381.73,371.45,,11/15/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,CAGE_6,230-F,9/17/24,F,CHOW,8.5,,386.95,374.61,,11/15/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,CAGE_7,230-F,9/17/24,F,CHOW,8.5,,378.86,366.91,,11/15/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,CAGE_8,230-F,9/17/24,F,CHOW,8.5,,375.84,365.43,,11/15/24,IN_SABLE,YES,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,CHOW,8.5,,139.87,129.46,,11/15/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,CHOW,8.5,,217.06,206.54,,11/15/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,CHOW,8.5,,213.84,204.08,,11/15/24,,NO,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,9,0,29.59,,30,11/18/24,END_SABLE_DAY_1_LFD_AD_LIB,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,196,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,9,0,30.89,,33.48,11/18/24,END_SABLE_DAY_1_LFD,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,297,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,9,0,29.24,,37.19,11/18/24,END_SABLE_DAY_1_LFD,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,196,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,CHOW,9,,55.02,,35.64,11/18/24,END_SABLE_DAY_1_LFD,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,9,0,28.53,,37.11,11/18/24,END_SABLE_DAY_1_LFD,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,324,
