MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,IN_SABLE,NEW_FOOD_END_SESSION_G,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,12.5,3.5,26.36,17.85,43.6,12/13/24,FOOD_REPLACEMENT,NO,17,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,12.5,3.5,25.7,17.93,37.4,12/13/24,FOOD_REPLACEMENT,NO,14.6,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,12.5,3.5,22.75,17.65,41.37,12/13/24,FOOD_REPLACEMENT,NO,23.95,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,12.5,3.5,22.98,15.49,36.6,12/13/24,FOOD_REPLACEMENT,NO,25.17,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,13,4,18.79,6.78,31.98,12/16/24,,NO,35.18,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,13,4,19.97,3.93,43.24,12/16/24,FOOD_REPLACEMENT,NO,37.66,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,13,4,16.76,4.18,41.05,12/16/24,FOOD_REPLACEMENT,NO,38.95,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,13,4,17.37,2.26,40.62,12/16/24,FOOD_REPLACEMENT,NO,36.79,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,13,4,20.62,4.37,45.04,12/16/24,FOOD_REPLACEMENT,NO,37,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,13,4,16.52,3.95,40.35,12/16/24,FOOD_REPLACEMENT,NO,37.86,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,13,4,17,2.56,44.81,12/16/24,FOOD_REPLACEMENT,NO,37.47,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,13,4,14.6,6.1,37.01,12/16/24,FOOD_REPLACEMENT,NO,36.41,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,13,4,23.95,12.21,41.93,12/16/24,FOOD_REPLACEMENT,NO,36.67,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,13,4,25.17,13.25,36.74,12/16/24,FOOD_REPLACEMENT,NO,38.05,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,13.3,4.3,35.18,27.55,33.21,12/18/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,13.3,4.3,37.66,27.87,43.81,12/18/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,13.3,4.3,38.95,30.67,41.89,12/18/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,13.3,4.3,36.79,28.88,41.18,12/18/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,13.3,4.3,37,28.68,45.14,12/18/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,13.3,4.3,37.86,28.71,41.72,12/18/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,13.3,4.3,37.47,29.23,45.64,12/18/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,13.3,4.3,36.41,28.92,37.13,12/18/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,13.3,4.3,36.67,29.3,42.43,12/18/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,13.3,4.3,38.05,30.73,37.86,12/18/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,13.5,4.5,27.55,19.96,33.29,12/20/24,,NO,31.29,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,13.5,4.5,27.87,18.65,44.3,12/20/24,FOOD_REPLACEMENT,NO,30.4,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,13.5,4.5,30.67,22.2,42.72,12/20/24,FOOD_REPLACEMENT,NO,29.3,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,13.5,4.5,28.88,20.02,41.72,12/20/24,FOOD_REPLACEMENT,NO,28.29,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,13.5,4.5,28.68,19.76,45.54,12/20/24,FOOD_REPLACEMENT,NO,27,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,13.5,4.5,28.71,21.05,41.54,12/20/24,FOOD_REPLACEMENT,NO,26.83,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,13.5,4.5,29.23,20.44,45.96,12/20/24,FOOD_REPLACEMENT,NO,25.14,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,13.5,4.5,28.92,20.61,38,12/20/24,FOOD_REPLACEMENT,NO,27.09,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,13.5,4.5,29.3,21.8,42.53,12/20/24,FOOD_REPLACEMENT,NO,25.75,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,13.5,4.5,30.73,23.49,37.42,12/20/24,FOOD_REPLACEMENT,NO,24.18,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,14,5,31.29,19.47,34.54,12/23/24,,NO,34.4,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,14,5,30.4,17.02,44.95,12/23/24,FOOD_REPLACEMENT,NO,34.8,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,14,5,29.3,15.83,44.48,12/23/24,FOOD_REPLACEMENT,NO,35.01,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,14,5,28.29,16.63,42.38,12/23/24,FOOD_REPLACEMENT,NO,35.18,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,14,5,27,13.33,47.26,12/23/24,FOOD_REPLACEMENT,NO,35.36,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,14,5,26.83,14.2,42.74,12/23/24,FOOD_REPLACEMENT,NO,34.52,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,14,5,25.14,13.3,47.05,12/23/24,FOOD_REPLACEMENT,NO,36.15,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,14,5,27.09,15.87,38.83,12/23/24,FOOD_REPLACEMENT,NO,33.63,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,14,5,25.75,14.87,43.35,12/23/24,FOOD_REPLACEMENT,NO,33.93,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,14,5,24.18,12.34,39.15,12/23/24,FOOD_REPLACEMENT,NO,33.91,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,14.3,5.3,34.4,27.9,34.28,12/25/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,14.3,5.3,34.8,25.73,45.6,12/25/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,14.3,5.3,35.01,27.83,43.38,12/25/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,14.3,5.3,35.18,28.28,42.05,12/25/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,14.3,5.3,35.36,27.23,46.96,12/25/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,14.3,5.3,34.52,26.3,43.56,12/25/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,14.3,5.3,36.15,28.31,46.94,12/25/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,14.3,5.3,33.63,26.87,39.26,12/25/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,14.3,5.3,33.93,27.11,42.95,12/25/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,14.3,5.3,33.91,27,38.48,12/25/24,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,14.5,5.5,27.9,21.58,34.18,12/27/24,,NO,30.21,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,14.5,5.5,25.73,16.3,46.51,12/27/24,FOOD_REPLACEMENT,NO,28.79,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,14.5,5.5,27.83,19.18,44.16,12/27/24,FOOD_REPLACEMENT,NO,28.56,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,14.5,5.5,28.28,21.2,41.7,12/27/24,FOOD_REPLACEMENT,NO,27.45,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,14.5,5.5,27.23,18.41,47.52,12/27/24,FOOD_REPLACEMENT,NO,25.93,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,14.5,5.5,26.3,18.05,44.11,12/27/24,FOOD_REPLACEMENT,NO,25.62,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,14.5,5.5,28.31,20.37,47.64,12/27/24,FOOD_REPLACEMENT,NO,25.94,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,14.5,5.5,26.87,19.29,39.51,12/27/24,FOOD_REPLACEMENT,NO,25.86,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,14.5,5.5,27.11,18.88,43.86,12/27/24,FOOD_REPLACEMENT,NO,26.44,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,14.5,5.5,27,19.62,38.98,12/27/24,FOOD_REPLACEMENT,NO,26.79,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,15,6,30.21,19.24,34.76,12/30/24,,NO,34.47,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,15,6,28.79,16.73,46.38,12/30/24,FOOD_REPLACEMENT,NO,34.55,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,15,6,28.56,16.4,44.59,12/30/24,FOOD_REPLACEMENT,NO,33.59,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,15,6,27.45,15.08,42.81,12/30/24,FOOD_REPLACEMENT,NO,35.05,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,15,6,25.93,12.27,49.4,12/30/24,FOOD_REPLACEMENT,NO,34.36,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,15,6,25.62,13.3,45.86,12/30/24,FOOD_REPLACEMENT,NO,35.86,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,15,6,25.94,15.26,46.91,12/30/24,FOOD_REPLACEMENT,NO,33.3,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,15,6,25.86,16.74,38.95,12/30/24,FOOD_REPLACEMENT,NO,32.57,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,15,6,26.44,14.53,45.04,12/30/24,FOOD_REPLACEMENT,NO,35.51,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,15,6,26.79,14.84,39.85,12/30/24,FOOD_REPLACEMENT,NO,33.51,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,15.3,6.3,34.47,27.43,35.12,1/1/25,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,15.3,6.3,34.55,27.18,45.9,1/1/25,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,15.3,6.3,33.59,25.58,44.99,1/1/25,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,15.3,6.3,35.05,29.4,41.54,1/1/25,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,15.3,6.3,34.36,27.72,48.33,1/1/25,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,15.3,6.3,35.86,29.38,45,1/1/25,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,15.3,6.3,33.3,25.65,47.51,1/1/25,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,15.3,6.3,32.57,26.05,39.21,1/1/25,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,15.3,6.3,35.51,29.04,44.43,1/1/25,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,15.3,6.3,33.51,27.07,39.72,1/1/25,,NO,,D12450Ki_research_diets,24080209i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,15.5,6.5,27.43,22.23,35.03,1/3/25,,NO,28.1,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,15.5,6.5,27.18,19.82,46.43,1/3/25,FOOD_REPLACEMENT,NO,24.51,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,15.5,6.5,25.58,18.5,44.53,1/3/25,FOOD_REPLACEMENT,NO,25.92,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,15.5,6.5,29.4,22.84,41.38,1/3/25,FOOD_REPLACEMENT,NO,24.65,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,15.5,6.5,27.72,23.91,46.98,1/3/25,FOOD_REPLACEMENT,NO,23.22,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,15.5,6.5,29.38,22.42,45.12,1/3/25,FOOD_REPLACEMENT,NO,23.01,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,15.5,6.5,25.65,18.88,46.53,1/3/25,FOOD_REPLACEMENT,NO,23.26,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,15.5,6.5,26.05,19.71,38.61,1/3/25,FOOD_REPLACEMENT,NO,25.81,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,15.5,6.5,29.04,25.22,43.46,1/3/25,FOOD_REPLACEMENT,NO,23.91,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,15.5,6.5,27.07,21.27,39.06,1/3/25,FOOD_REPLACEMENT,NO,23.45,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,16,7,28.1,17.61,35.09,1/6/25,,NO,32.33,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,16,7,24.51,10.3,47.46,1/6/25,FOOD_REPLACEMENT,NO,32.78,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,16,7,25.92,14.14,44.7,1/6/25,FOOD_REPLACEMENT,NO,31.38,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,16,7,24.65,10.76,42.69,1/6/25,FOOD_REPLACEMENT,NO,32.95,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,16,7,23.22,10.76,48.72,1/6/25,FOOD_REPLACEMENT,NO,34.09,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,16,7,23.01,11.45,45.62,1/6/25,FOOD_REPLACEMENT,NO,31.88,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,16,7,23.26,9.92,47.94,1/6/25,FOOD_REPLACEMENT,NO,33.8,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,16,7,25.81,14.61,39.65,1/6/25,FOOD_REPLACEMENT,NO,32.87,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,16,7,23.91,12.34,44.12,1/6/25,FOOD_REPLACEMENT,NO,31.39,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,16,7,23.45,15.39,37.37,1/6/25,FOOD_REPLACEMENT,NO,33.19,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,16.3,7.3,32.33,26.97,34.87,1/8/25,,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,16.3,7.3,32.78,23.96,48.12,1/8/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513708,NZO/HlLtJ,3708,3A,K1,370-F,9/17/24,F,LFD,16.3,7.3,31.38,23.6,45.62,1/8/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513709,NZO/HlLtJ,3709,3A,L1,370-F,9/17/24,F,LFD,16.3,7.3,32.95,24.76,43.42,1/8/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513710,NZO/HlLtJ,3710,3A,M1,370-F,9/17/24,F,LFD,16.3,7.3,34.09,26.57,48.65,1/8/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513711,NZO/HlLtJ,3711,3A,L2,370-F,9/17/24,F,LFD,16.3,7.3,31.88,24.2,46.15,1/8/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513712,NZO/HlLtJ,3712,3A,K3,370-F,9/17/24,F,LFD,16.3,7.3,33.8,25.72,48.18,1/8/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513713,NZO/HlLtJ,3713,3A,L3,370-F,9/17/24,F,LFD,16.3,7.3,32.87,25.88,39.91,1/8/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513714,NZO/HlLtJ,3714,3A,M3,370-F,9/17/24,F,LFD,16.3,7.3,31.39,24.36,44.27,1/8/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513715,NZO/HlLtJ,3715,3A,N3,370-F,9/17/24,F,LFD,16.3,7.3,33.19,30.03,35.1,1/8/25,FOOD_REPLACEMENT,NO,,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513706,NZO/HlLtJ,3706,3A,I1,370-F,9/17/24,F,LFD,16.5,7.5,26.97,18.28,35.94,1/10/25,,NO,25.53,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
B00002513707,NZO/HlLtJ,3707,3A,J1,370-F,9/17/24,F,LFD,16.5,7.5,23.96,14.48,48.31,1/10/25,FOOD_REPLACEMENT,NO,25.42,D12450Ki_research_diets,24102316i,JACKSON_LABORATORIES,2105,,
