MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,IN_SABLE,NEW_FOOD_END_SESSION_G,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,16.3,8.3,16.42,10.71,26.6,6/19/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,19.5,11.5,10.06,6.63,NA,6/21/24,FOOD_REPLACEMENT,NO,6.73,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,19.5,11.5,10.42,6.99,NA,6/21/24,FOOD_REPLACEMENT,NO,7.24,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,19.5,11.5,11.13,8.06,NA,6/21/24,FOOD_REPLACEMENT,NO,7.42,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,19.5,11.5,9.67,3.78,NA,6/21/24,FOOD_REPLACEMENT,NO,9.14,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,19.5,11.5,7.73,2.18,NA,6/21/24,FOOD_REPLACEMENT,NO,9.39,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,19.5,11.5,8.86,3.01,NA,6/21/24,FOOD_REPLACEMENT,NO,9.42,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,16.5,8.5,9.18,5.31,NA,6/21/24,FOOD_REPLACEMENT,NO,7.78,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,16.5,8.5,10.71,6.72,NA,6/21/24,FOOD_REPLACEMENT,NO,7.59,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,20,12,6.73,1.44,NA,6/24/24,FOOD_REPLACEMENT,NO,11.32,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,20,12,7.24,1.52,NA,6/24/24,FOOD_REPLACEMENT,NO,10.96,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,20,12,7.42,1.46,NA,6/24/24,FOOD_REPLACEMENT,NO,11.25,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,20,12,9.14,2.34,NA,6/24/24,FOOD_REPLACEMENT,NO,15.89,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,20,12,9.39,2.39,NA,6/24/24,FOOD_REPLACEMENT,NO,15.8,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,20,12,9.42,0.88,NA,6/24/24,FOOD_REPLACEMENT,NO,15.62,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,17,9,7.78,2.11,NA,6/24/24,FOOD_REPLACEMENT,NO,11.52,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,17,9,7.59,0,NA,6/24/24,FOOD_REPLACEMENT,NO,16.92,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,20.3,12.3,11.32,6.65,28.58,6/26/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,20.3,12.3,10.96,6.27,26.08,6/26/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,20.3,12.3,11.25,6.31,30.35,6/26/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,20.3,12.3,15.89,10.54,25.25,6/26/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,20.3,12.3,15.8,10.07,26.89,6/26/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,20.3,12.3,15.62,9.98,30.74,6/26/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,17.3,9.3,11.52,6.87,27.65,6/26/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,17.3,9.3,16.92,10.61,26.14,6/26/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,20.5,12.5,6.65,3.38,NA,6/28/24,FOOD_REPLACEMENT,NO,12.06,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,20.5,12.5,6.27,1.83,NA,6/28/24,FOOD_REPLACEMENT,NO,13.75,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,20.5,12.5,6.31,2.76,NA,6/28/24,FOOD_REPLACEMENT,NO,10.71,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,20.5,12.5,10.54,5.58,NA,6/28/24,FOOD_REPLACEMENT,NO,12.78,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,20.5,12.5,10.07,4.8,NA,6/28/24,FOOD_REPLACEMENT,NO,14.57,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,20.5,12.5,9.98,3.8,NA,6/28/24,FOOD_REPLACEMENT,NO,11.94,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,17.5,9.5,6.87,2.18,NA,6/28/24,FOOD_REPLACEMENT,NO,13.58,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,17.5,9.5,10.61,5.34,NA,6/28/24,FOOD_REPLACEMENT,NO,12.12,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,21,13,12.06,6.19,NA,7/1/24,FOOD_REPLACEMENT,NO,15.06,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,21,13,13.75,8.02,NA,7/1/24,FOOD_REPLACEMENT,NO,14.64,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,21,13,10.71,3.43,NA,7/1/24,FOOD_REPLACEMENT,NO,14.82,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,21,13,12.78,4.89,NA,7/1/24,FOOD_REPLACEMENT,NO,15.27,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,21,13,14.57,6.31,NA,7/1/24,FOOD_REPLACEMENT,NO,16.96,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,21,13,11.94,1.95,NA,7/1/24,FOOD_REPLACEMENT,NO,20.76,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,18,10,13.58,7.1,NA,7/1/24,FOOD_REPLACEMENT,NO,15.33,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,18,10,12.12,6.07,NA,7/1/24,FOOD_REPLACEMENT,NO,11.8,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,21.2,13.2,NA,NA,30.4,7/2/24,ECHO_MRI_MEASUREMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,21.2,13.2,NA,NA,26.7,7/2/24,ECHO_MRI_MEASUREMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,21.2,13.2,NA,NA,30,7/2/24,ECHO_MRI_MEASUREMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,21.2,13.2,NA,NA,25.4,7/2/24,ECHO_MRI_MEASUREMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,21.2,13.2,NA,NA,27.6,7/2/24,ECHO_MRI_MEASUREMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,21.2,13.2,NA,NA,32.8,7/2/24,ECHO_MRI_MEASUREMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,18.2,10.2,NA,NA,28.2,7/2/24,ECHO_MRI_MEASUREMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,18.2,10.2,NA,NA,26.1,7/2/24,ECHO_MRI_MEASUREMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,21.3,13.3,15.06,8.69,30.51,7/3/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,21.3,13.3,14.64,10.37,26.82,7/3/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,21.3,13.3,14.82,10.53,30.22,7/3/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,21.3,13.3,15.27,10.47,25.53,7/3/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,21.3,13.3,16.96,12.13,27.35,7/3/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,21.3,13.3,20.76,15.49,31.9,7/3/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,18.3,10.3,15.33,10.75,27.76,7/3/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,18.3,10.3,11.8,6.86,26.01,7/3/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,21.5,13.5,8.69,6.87,NA,7/5/24,FOOD_REPLACEMENT,NO,6.3,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,21.5,13.5,10.37,6.89,NA,7/5/24,FOOD_REPLACEMENT,NO,7.25,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,21.5,13.5,10.53,7.62,NA,7/5/24,FOOD_REPLACEMENT,NO,6.54,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,21.5,13.5,10.47,5.1,NA,7/5/24,FOOD_REPLACEMENT,NO,9.72,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,21.5,13.5,12.13,6.48,NA,7/5/24,FOOD_REPLACEMENT,NO,9.21,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,21.5,13.5,15.49,9.74,NA,7/5/24,FOOD_REPLACEMENT,NO,9.41,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,18.5,10.5,10.75,6.93,NA,7/5/24,FOOD_REPLACEMENT,NO,7.57,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,18.5,10.5,6.86,1.67,NA,7/5/24,FOOD_REPLACEMENT,NO,9.34,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,22,14,6.3,0,NA,7/8/24,FOOD_REPLACEMENT,NO,15.16,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,22,14,7.25,0.74,NA,7/8/24,FOOD_REPLACEMENT,NO,14.7,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,22,14,6.54,0.57,NA,7/8/24,FOOD_REPLACEMENT,NO,14.53,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,22,14,9.72,2.97,NA,7/8/24,FOOD_REPLACEMENT,NO,12.76,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,22,14,9.21,2.3,NA,7/8/24,FOOD_REPLACEMENT,NO,14,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,22,14,9.41,1.79,NA,7/8/24,FOOD_REPLACEMENT,NO,13.08,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,19,11,7.57,1.42,NA,7/8/24,FOOD_REPLACEMENT,NO,10.67,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,19,11,9.34,1.71,NA,7/8/24,FOOD_REPLACEMENT,NO,13.08,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,22.3,14.3,15.16,9.4,30.19,7/10/24,CAGE_REPLACEMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,22.3,14.3,14.7,11.21,26.56,7/10/24,CAGE_REPLACEMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,22.3,14.3,14.53,9.78,29.54,7/10/24,CAGE_REPLACEMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,22.3,14.3,12.76,7.51,25.75,7/10/24,CAGE_REPLACEMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,22.3,14.3,14,8.59,27.92,7/10/24,CAGE_REPLACEMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,22.3,14.3,13.08,6.73,31.8,7/10/24,CAGE_REPLACEMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,19.3,11.3,10.67,7.02,27.86,7/10/24,CAGE_REPLACEMENT,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,19.3,11.3,13.08,7.92,27.32,7/10/24,CAGE_REPLACEMENT,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,22.5,14.5,9.4,5.9,NA,7/12/24,FOOD_REPLACEMENT,NO,10.42,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,22.5,14.5,11.21,7.53,NA,7/12/24,FOOD_REPLACEMENT,NO,11.37,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,22.5,14.5,9.78,5.83,NA,7/12/24,FOOD_REPLACEMENT,NO,10.74,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,22.5,14.5,7.51,3.39,NA,7/12/24,FOOD_REPLACEMENT,NO,11.26,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,22.5,14.5,8.59,2.92,NA,7/12/24,FOOD_REPLACEMENT,NO,12.28,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,22.5,14.5,6.73,1.89,NA,7/12/24,FOOD_REPLACEMENT,NO,14.04,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,19.5,11.5,7.02,3.8,NA,7/12/24,FOOD_REPLACEMENT,NO,10.46,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,19.5,11.5,7.92,3.3,NA,7/12/24,FOOD_REPLACEMENT,NO,13.38,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,23,15,10.42,4.63,NA,7/15/24,FOOD_REPLACEMENT,NO,10.6,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,23,15,11.37,5.65,NA,7/15/24,FOOD_REPLACEMENT,NO,12.71,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,23,15,10.74,5.45,NA,7/15/24,FOOD_REPLACEMENT,NO,10.15,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,23,15,11.26,3.11,NA,7/15/24,FOOD_REPLACEMENT,NO,14.37,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,23,15,12.28,6.05,NA,7/15/24,FOOD_REPLACEMENT,NO,12.55,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,23,15,14.04,5.38,NA,7/15/24,FOOD_REPLACEMENT,NO,15.82,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,20,12,10.46,4.82,NA,7/15/24,FOOD_REPLACEMENT,NO,10.25,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,20,12,13.38,6.2,NA,7/15/24,FOOD_REPLACEMENT,NO,14.1,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,23.3,15.3,10.6,5.28,30.35,7/17/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,23.3,15.3,12.71,7.92,27.25,7/17/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,23.3,15.3,10.15,5.26,28.66,7/17/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,23.3,15.3,14.37,8.75,26.15,7/17/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,23.3,15.3,12.55,6.39,28.2,7/17/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,23.3,15.3,15.82,10.54,31.98,7/17/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,20.3,12.3,10.25,5.63,27.74,7/17/24,NA,NO,NA,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,20.3,12.3,14.1,8.2,27.42,7/17/24,NA,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,23.5,15.5,8.83,4.24,NA,7/19/24,FOOD_REPLACEMENT,NO,10.6,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,23.5,15.5,7.92,4.75,NA,7/19/24,FOOD_REPLACEMENT,NO,10.9,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,23.5,15.5,9.13,5.04,NA,7/19/24,FOOD_REPLACEMENT,NO,9.4,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,23.5,15.5,8.75,3.5,NA,7/19/24,FOOD_REPLACEMENT,NO,11.1,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,23.5,15.5,9.82,4.57,NA,7/19/24,FOOD_REPLACEMENT,NO,11.91,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,23.5,15.5,10.54,4.11,NA,7/19/24,FOOD_REPLACEMENT,NO,12.25,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,20.5,12.5,8.89,4.45,NA,7/19/24,FOOD_REPLACEMENT,NO,10.96,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,20.5,12.5,8.2,3.01,NA,7/19/24,FOOD_REPLACEMENT,NO,12.77,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,24,16,10.6,4.21,NA,7/22/24,FOOD_REPLACEMENT,NO,13.13,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,24,16,10.9,4.35,NA,7/22/24,FOOD_REPLACEMENT,NO,11.86,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,24,16,9.4,2.71,NA,7/22/24,FOOD_REPLACEMENT,NO,11.17,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,24,16,11.1,3.15,NA,7/22/24,FOOD_REPLACEMENT,NO,12.97,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,24,16,11.91,3.1,NA,7/22/24,FOOD_REPLACEMENT,NO,16.77,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,24,16,12.25,3.63,NA,7/22/24,FOOD_REPLACEMENT,NO,15.24,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,21,13,10.96,5.16,NA,7/22/24,FOOD_REPLACEMENT,NO,12.9,D12451_research_diets,24030401i,JACKSON_LABORATORIES,664,
