MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,IN_SABLE,NEW_FOOD_END_SESSION_G,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,29.3,21.3,NA,NA,NA,8/28/24,DAY_3_COLUMBUS_CALORIMETER,NO,NA,D12451_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,29.3,21.3,NA,NA,NA,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NO,NA,D12451_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,29.3,21.3,NA,NA,NA,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NO,NA,D12451_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,29.3,21.3,NA,NA,NA,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,29.3,21.3,NA,NA,NA,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,29.3,21.3,NA,NA,NA,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,26.3,18.3,NA,NA,NA,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NO,NA,D12451_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,26.3,18.3,NA,NA,NA,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,29.5,21.5,22.28,5.66,35.31,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NO,NA,D12451_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,29.5,21.5,22.16,8.26,30.13,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NO,NA,D12451_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,29.5,21.5,23,13.31,25.92,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NO,NA,D12451_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,29.5,21.5,20.32,0.92,31.89,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,29.5,21.5,22.65,5.54,33,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,29.5,21.5,20,5.62,35.62,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,26.5,18.5,23.06,8.41,30.21,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NO,NA,D12451_research_diets,24072303i,JACKSON_LABORATORIES,664,
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,26.5,18.5,18.51,2.6,33.28,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NO,NA,D12450Hi_research_diets,24031808i ,JACKSON_LABORATORIES,664,
