Test,Animal,Stage,Apparatus,Date,Time,Segment of test,Familiar Object 1 ,Novel Object ,Familiar Object 2 ,Duration (s),Distance (m),Center : time (s),Periphery : time (s),Familiar Object 1 : time investigating (s),Familiar Object 1 : time oriented towards (s),Novel Object : time investigating (s),Familiar Object 2 : time investigating (s)
20,9413.1,Familiarization,NORT pod 1,10/14/2025,10:45,300 - 600 secs.,Back left,,Front right,300.0,18.323,34.0,252.7,19.5,69.0,,10.9
21,9413.2,Familiarization,NORT pod 2,10/14/2025,10:45,0 - 300 secs.,Back left,,Front right,300.0,19.555,28.7,249.3,22.1,63.4,,14.0
21,9413.2,Familiarization,NORT pod 2,10/14/2025,10:45,300 - 600 secs.,Back left,,Front right,300.0,15.562,22.7,256.8,17.7,58.8,,12.7
22,9408,Familiarization,NORT pod 3,10/14/2025,10:45,0 - 300 secs.,Back left,,Front right,300.0,24.212,34.7,256.6,23.5,74.0,,27.8
22,9408,Familiarization,NORT pod 3,10/14/2025,10:45,300 - 600 secs.,Back left,,Front right,300.0,22.460,55.8,231.1,32.7,92.6,,41.3
23,9409,Familiarization,NORT Pod 4,10/14/2025,10:45,0 - 300 secs.,Back left,,Front right,300.0,18.760,49.7,250.1,44.0,78.7,,24.1
23,9409,Familiarization,NORT Pod 4,10/14/2025,10:45,300 - 600 secs.,Back left,,Front right,300.0,11.728,44.0,255.6,45.4,100.4,,9.5
24,9388.1,Familiarization,NORT Pod 5,10/14/2025,10:45,0 - 300 secs.,Back left,,Front right,300.0,14.305,43.5,256.5,22.6,87.1,,24.8
24,9388.1,Familiarization,NORT Pod 5,10/14/2025,10:45,300 - 600 secs.,Back left,,Front right,300.0,11.833,53.2,246.8,61.2,87.8,,22.7
25,9388.2,Familiarization,NORT pod 1,10/14/2025,11:06,0 - 300 secs.,Back left,,Front right,300.0,20.407,28.9,253.0,22.7,56.2,,8.8
25,9388.2,Familiarization,NORT pod 1,10/14/2025,11:06,300 - 600 secs.,Back left,,Front right,300.0,13.884,58.5,231.8,48.3,74.4,,11.3
26,9385.1,Familiarization,NORT pod 2,10/14/2025,11:06,0 - 300 secs.,Back left,,Front right,300.0,23.458,36.8,241.1,19.2,58.3,,11.7
26,9385.1,Familiarization,NORT pod 2,10/14/2025,11:06,300 - 600 secs.,Back left,,Front right,300.0,21.299,30.7,246.0,12.6,45.1,,31.5
27,9385.2,Familiarization,NORT pod 3,10/14/2025,11:06,0 - 300 secs.,Back left,,Front right,300.0,17.977,36.9,235.7,22.0,89.9,,29.9
27,9385.2,Familiarization,NORT pod 3,10/14/2025,11:06,300 - 600 secs.,Back left,,Front right,300.0,17.293,41.1,250.1,24.6,75.3,,22.4
28,9385.3,Familiarization,NORT Pod 4,10/14/2025,11:06,0 - 300 secs.,Back left,,Front right,300.0,14.051,64.2,232.6,22.3,56.9,,28.4
28,9385.3,Familiarization,NORT Pod 4,10/14/2025,11:06,300 - 600 secs.,Back left,,Front right,300.0,7.756,59.0,235.7,26.0,64.9,,34.7
29,9385.4,Familiarization,NORT Pod 5,10/14/2025,11:06,0 - 300 secs.,Back left,,Front right,300.0,77.118,71.3,228.7,16.5,64.8,,17.4
29,9385.4,Familiarization,NORT Pod 5,10/14/2025,11:06,300 - 600 secs.,Back left,,Front right,300.0,89.616,80.3,219.7,24.7,77.4,,19.4
30,9380.1,Familiarization,NORT pod 1,10/14/2025,11:33,0 - 300 secs.,Back left,,Front right,300.0,12.952,18.0,264.9,13.3,75.5,,7.7
30,9380.1,Familiarization,NORT pod 1,10/14/2025,11:33,300 - 600 secs.,Back left,,Front right,300.0,9.781,35.9,245.9,19.5,54.6,,3.4
31,9380.2,Familiarization,NORT pod 2,10/14/2025,11:33,0 - 300 secs.,Back left,,Front right,300.0,15.699,28.2,267.6,19.6,65.5,,20.5
31,9380.2,Familiarization,NORT pod 2,10/14/2025,11:33,300 - 600 secs.,Back left,,Front right,300.0,15.438,21.4,266.0,10.8,59.8,,18.4
32,9380.3,Familiarization,NORT pod 3,10/14/2025,11:33,0 - 300 secs.,Back left,,Front right,300.0,9.729,14.0,284.5,22.7,89.7,,32.5
32,9380.3,Familiarization,NORT pod 3,10/14/2025,11:33,300 - 600 secs.,Back left,,Front right,300.0,14.897,54.9,244.6,33.7,88.5,,43.6
33,9389.1,Familiarization,NORT Pod 4,10/14/2025,11:33,0 - 300 secs.,Back left,,Front right,300.0,21.846,40.5,257.7,27.8,74.0,,22.7
33,9389.1,Familiarization,NORT Pod 4,10/14/2025,11:33,300 - 600 secs.,Back left,,Front right,300.0,13.999,22.4,273.7,15.9,73.7,,26.5
34,9389.2,Familiarization,NORT Pod 5,10/14/2025,11:33,0 - 300 secs.,Back left,,Front right,300.0,19.654,20.8,279.2,22.0,63.7,,16.1
34,9389.2,Familiarization,NORT Pod 5,10/14/2025,11:33,300 - 600 secs.,Back left,,Front right,300.0,14.518,46.1,253.8,14.5,70.8,,21.5
35,9389.3,Familiarization,NORT pod 1,10/14/2025,11:56,0 - 300 secs.,Back left,,Front right,300.0,13.111,41.2,255.9,32.8,72.1,,14.5
35,9389.3,Familiarization,NORT pod 1,10/14/2025,11:56,300 - 600 secs.,Back left,,Front right,300.0,10.396,29.6,268.9,35.5,74.3,,9.6
36,9389.4,Familiarization,NORT pod 2,10/14/2025,11:56,0 - 300 secs.,Back left,,Front right,300.0,9.394,17.1,281.6,23.7,69.9,,14.4
36,9389.4,Familiarization,NORT pod 2,10/14/2025,11:56,300 - 600 secs.,Back left,,Front right,300.0,5.043,64.4,232.3,39.3,55.2,,9.9
37,9392.1,Familiarization,NORT pod 3,10/14/2025,11:56,0 - 300 secs.,Back left,,Front right,300.0,28.722,26.6,264.9,8.6,41.2,,12.1
37,9392.1,Familiarization,NORT pod 3,10/14/2025,11:56,300 - 600 secs.,Back left,,Front right,300.0,23.151,41.0,251.7,15.4,48.8,,5.4
38,9392.2,Familiarization,NORT Pod 4,10/14/2025,11:56,0 - 300 secs.,Back left,,Front right,300.0,22.924,44.0,252.4,15.2,44.9,,24.2
38,9392.2,Familiarization,NORT Pod 4,10/14/2025,11:56,300 - 600 secs.,Back left,,Front right,300.0,12.665,30.3,269.5,9.8,50.0,,26.5
39,9413.1,Recognition,NORT pod 1,10/14/2025,12:23,0 - 300 secs.,Back left,Front right,,300.0,21.238,23.9,258.3,18.3,102.7,14.6,
39,9413.1,Recognition,NORT pod 1,10/14/2025,12:23,300 - 600 secs.,Back left,Front right,,300.0,17.010,13.0,270.8,15.0,71.6,20.0,
40,9413.2,Recognition,NORT pod 2,10/14/2025,12:23,0 - 300 secs.,Back left,Front right,,300.0,14.535,57.0,231.0,22.9,68.9,26.0,
40,9413.2,Recognition,NORT pod 2,10/14/2025,12:23,300 - 600 secs.,Back left,Front right,,300.0,10.609,30.7,248.4,14.7,73.4,13.3,
41,9408,Recognition,NORT pod 3,10/14/2025,12:23,0 - 300 secs.,Back left,Front right,,300.0,15.975,10.0,288.3,22.4,75.4,32.5,
41,9408,Recognition,NORT pod 3,10/14/2025,12:23,300 - 600 secs.,Back left,Front right,,300.0,13.372,27.7,272.3,18.4,80.0,30.5,
42,9409,Recognition,NORT Pod 4,10/14/2025,12:23,0 - 300 secs.,Back left,Front right,,300.0,21.255,24.9,263.6,36.1,107.0,17.4,
42,9409,Recognition,NORT Pod 4,10/14/2025,12:23,300 - 600 secs.,Back left,Front right,,300.0,20.351,42.1,246.1,50.4,104.6,31.7,
43,9388.1,Recognition,NORT Pod 5,10/14/2025,12:30,0 - 300 secs.,Back left,Front right,,300.0,9.272,49.8,250.2,18.5,88.3,6.8,
43,9388.1,Recognition,NORT Pod 5,10/14/2025,12:30,300 - 600 secs.,Back left,Front right,,300.0,7.678,74.1,225.9,21.1,92.5,21.9,
44,9388.2,Recognition,NORT pod 1,10/14/2025,12:38,0 - 300 secs.,Back left,Front right,,300.0,19.489,39.7,249.2,20.5,57.5,24.8,
44,9388.2,Recognition,NORT pod 1,10/14/2025,12:38,300 - 600 secs.,Back left,Front right,,25.2,1.257,2.7,22.2,4.1,5.2,0.4,
45,9385.1,Recognition,NORT pod 2,10/14/2025,12:40,0 - 300 secs.,Back left,Front right,,300.0,30.361,47.8,240.1,21.3,62.2,23.5,
45,9385.1,Recognition,NORT pod 2,10/14/2025,12:40,300 - 600 secs.,Back left,Front right,,4.5,0.344,0.6,3.9,0.0,1.9,0.0,
46,9385.2,Recognition,NORT pod 3,10/14/2025,12:40,0 - 300 secs.,Back left,Front right,,300.0,18.572,18.7,256.4,13.9,70.5,10.4,
46,9385.2,Recognition,NORT pod 3,10/14/2025,12:40,300 - 600 secs.,Back left,Front right,,50.9,2.218,3.6,42.4,0.0,13.8,5.6,
47,9385.3,Recognition,NORT Pod 4,10/14/2025,12:41,0 - 300 secs.,Back left,Front right,,300.0,5.723,17.6,281.7,28.2,125.4,45.9,
47,9385.3,Recognition,NORT Pod 4,10/14/2025,12:41,300 - 600 secs.,Back left,Front right,,16.3,0.444,7.7,8.6,3.6,5.6,0.4,
48,9385.4,Recognition,NORT Pod 5,10/14/2025,12:42,0 - 300 secs.,Back left,Front right,,300.0,74.767,73.8,226.2,24.7,82.2,24.4,
48,9385.4,Recognition,NORT Pod 5,10/14/2025,12:42,300 - 600 secs.,Back left,Front right,,59.1,15.373,11.5,47.6,5.2,20.6,8.0,
49,9380.1,Recognition,NORT pod 1,10/14/2025,12:45,0 - 300 secs.,Back left,Front right,,300.0,4.338,3.4,294.4,16.4,104.2,2.4,
49,9380.1,Recognition,NORT pod 1,10/14/2025,12:45,300 - 600 secs.,Back left,Front right,,2.7,0.107,0.0,2.7,0.0,0.0,0.0,
50,9380.2,Recognition,NORT pod 2,10/14/2025,12:46,0 - 300 secs.,Back left,Front right,,300.0,22.472,36.1,260.5,8.0,45.5,17.6,
50,9380.2,Recognition,NORT pod 2,10/14/2025,12:46,300 - 600 secs.,Back left,Front right,,16.8,0.710,3.3,12.4,0.4,3.7,0.0,
51,9380.3,Recognition,NORT pod 3,10/14/2025,12:47,0 - 300 secs.,Back left,Front right,,300.0,21.829,74.6,221.2,25.3,72.7,33.8,
51,9380.3,Recognition,NORT pod 3,10/14/2025,12:47,300 - 600 secs.,Back left,Front right,,2.1,0.282,0.0,2.1,0.0,0.0,0.0,
52,9389.1,Recognition,NORT Pod 4,10/14/2025,12:48,0 - 300 secs.,Back left,Front right,,300.0,10.594,33.5,264.2,7.3,79.6,47.1,
52,9389.1,Recognition,NORT Pod 4,10/14/2025,12:48,300 - 600 secs.,Back left,Front right,,2.7,0.033,0.0,2.7,0.0,0.3,1.8,
53,9389.2,Recognition,NORT Pod 5,10/14/2025,12:49,0 - 300 secs.,Back left,Front right,,300.0,17.498,30.5,269.4,20.8,77.1,15.3,
53,9389.2,Recognition,NORT Pod 5,10/14/2025,12:49,300 - 600 secs.,Back left,Front right,,51.5,1.904,0.0,51.5,2.1,12.9,0.0,
54,9389.3,Recognition,NORT pod 1,10/14/2025,12:51,0 - 300 secs.,Back left,Front right,,300.0,16.163,34.5,264.5,14.1,73.4,30.9,
54,9389.3,Recognition,NORT pod 1,10/14/2025,12:51,300 - 600 secs.,Back left,Front right,,72.8,3.335,12.0,60.8,1.3,18.1,2.8,
55,9389.4,Recognition,NORT pod 2,10/14/2025,12:52,0 - 300 secs.,Back left,Front right,,300.0,5.460,0.0,299.3,45.5,103.3,2.5,
55,9389.4,Recognition,NORT pod 2,10/14/2025,12:52,300 - 600 secs.,Back left,Front right,,10.4,0.208,0.0,10.4,1.1,1.8,0.0,
56,9392.1,Recognition,NORT pod 3,10/14/2025,12:53,0 - 300 secs.,Back left,Front right,,300.0,19.730,44.3,245.7,9.6,55.1,18.4,
56,9392.1,Recognition,NORT pod 3,10/14/2025,12:53,300 - 600 secs.,Back left,Front right,,132.7,7.571,17.4,114.0,3.0,16.1,12.4,
57,9392.2,Recognition,NORT Pod 4,10/14/2025,12:55,0 - 300 secs.,Back left,Front right,,300.0,17.494,52.6,247.4,17.1,62.5,52.9,
57,9392.2,Recognition,NORT Pod 4,10/14/2025,12:55,300 - 600 secs.,Back left,Front right,,4.9,0.157,4.9,0.0,1.2,2.3,0.0,
