MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,331.4,,30.9,3/6/25,sal+2%DMSO injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,306.2,,31.4,3/10/25,sal+2%DMSO injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,306.4,,33.2,3/6/25,sal+2%DMSO injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,,309.3,33.4,3/11/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,,324.5,31.9,3/7/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,,309,32.3,3/11/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,,328.2,31.1,3/7/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,,302.2,31.7,3/11/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,,301.4,33,3/7/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,302.2,,33.6,3/13/25,oil+2%DMSO,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,353.8,,32.2,3/20/25,oil+2%DMSO,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,350.7,,32.3,3/27/25,oil+2%DMSO,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,312.4,,32.3,3/31/25,oil+2%DMSO,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,339.5,,33,3/24/25,oil+2%DMSO,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,370.6,,32.2,3/17/25,oil+2%DMSO,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,,,,3/14/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,,,,3/21/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,,,,3/28/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,,308.4,32.3,4/1/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,,336.6,32.7,3/25/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,,367.6,32.5,3/18/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,369.5,,33.6,3/17/25,3mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,305,,31.6,3/13/25,3mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,375.1,,32.1,3/20/25,3mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,327.6,,31.5,3/27/25,3mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,313.7,,33.2,3/31/25,3mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,341.9,,33.1,3/24/25,3mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,,365.2,34.5,3/18/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,,,,3/14/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,,,,3/21/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,,,,3/28/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,,310.4,34,4/1/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,,338.6,33.3,3/25/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,343.2,,34.1,3/24/25,10mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,365.2,,31.9,3/17/25,10mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,335.7,,32.4,3/13/25,10mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,354.5,,31.1,3/20/25,10mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,328.4,,33.4,3/27/25,10mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,313.8,,33.5,3/31/25,10mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,,339.8,34.5,3/25/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,,361.5,32,3/18/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,,,,3/14/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,,,,3/21/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,,,,3/28/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,,309.8,33.8,4/1/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,320,,34.5,3/31/25,30mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,339.8,,32.2,3/24/25,30mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,387.6,,32,3/17/25,30mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,306.1,,31.4,3/13/25,30mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,353.9,,32.3,3/20/25,30mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,329.6,,33.8,3/27/25,30mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,,317.1,34.2,4/1/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,,337,32.4,3/25/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,,382.8,32.2,3/18/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,,,,3/14/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,,,,3/21/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,,,,3/28/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,332.9,,34.1,3/27/25,40mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,316.5,,32.7,3/31/25,40mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,360.4,,32,3/24/25,40mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,367.5,,30.8,3/17/25,40mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,363.4,,32.2,3/13/25,40mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,357.8,,33.2,3/20/25,40mg/kg RTI47,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,,,,3/28/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,,313.1,33,4/1/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,,358.3,32.2,3/25/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,,362.9,30.8,3/18/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,,,,3/14/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,,,,3/21/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,356.9,,34.1,3/20/25,30mg/kg MCE43,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,329.8,,32.4,3/27/25,30mg/kg MCE43,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,336,,32.4,3/31/25,30mg/kg MCE43,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,339.7,,31.7,3/24/25,30mg/kg MCE43,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,365.9,,32,3/17/25,30mg/kg MCE43,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,366.8,,33.8,3/13/25,30mg/kg MCE43,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,341,B1,VA,149,10/31/24,M,CHOW,,,,,,3/21/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,343,B2,VA,149,10/31/24,M,CHOW,,,,,,3/28/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,344,B3,VA,149,10/31/24,M,CHOW,,,,333,32.5,4/1/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,346,B5,VA,149,10/31/24,M,CHOW,,,,335.6,31.6,3/25/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,347,B6,VA,149,10/31/24,M,CHOW,,,,362.5,31.8,3/18/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
,C57BL/6J,348,B7,VA,149,10/31/24,M,CHOW,,,,,,3/14/25,no injection,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,VA,,,,1643182
