MICE_ID_RAR_INDIVIDUAL,ID_MICE,RACK,LOCATION,COHORT,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,DAILY_FOOD_INTAKE_G,DAILY_FOOD_INTAKE_KCAL,BODY_WEIGHT_G,DATE,AIM,COMMENTS,FAT,LEAN,FREE_WATER,TOTAL_WATER,TIME_DATE_DURA,NEW_FOOD_END_SESSION_G,RESEARCH_DIET_FORMULA,LOT_FOOD,COMMENT_TWO
B00002447882,7882,6A,L9,2,7/9/24,F,LFD,10,2,17.94,14.5,1.72,6.5704,18.05,9/18/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,NA
B00002447883,7883,6A,M9,2,7/9/24,F,LFD,10,2,14.37,9,2.685,10.2567,18.03,9/18/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,NA
B00002447868,7868,6A,K8,2,7/9/24,M,LFD,10,2,18.6,14.16,2.22,8.4804,23,9/18/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,NA
B00002447869,7869,6A,L8,2,7/9/24,M,LFD,10,2,17.43,12.24,2.595,9.9129,23.54,9/18/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,NA
B00002447870,7870,6A,M8,2,7/9/24,M,LFD,10,2,15.11,11.31,1.9,7.258,21.11,9/18/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,NA
B00002447871,7871,6A,N9,2,7/9/24,M,LFD,10,2,14.79,8.72,3.035,11.5937,26.22,9/18/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Ki,24080209i,NA
B00002447876,7876,6A,L4,2,7/9/24,F,HFD,10.3,2.3,8.54,3.07,2.735,12.93655,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.84,D12451i,24072303i,NA
B00002447872,7872,6A,M4,2,7/9/24,F,HFD,10.3,2.3,8.58,4.53,2.025,9.57825,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.58,D12451i,24072303i,NA
B00002447877,7877,6A,N8,2,7/9/24,F,HFD,10.3,2.3,8.53,3.05,2.74,12.9602,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.18,D12451i,24072303i,NA
B00002447878,7878,6A,H9,2,7/9/24,F,HFD,10.3,2.3,8.66,4.42,2.12,10.0276,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.35,D12451i,24072303i,NA
B00002447873,7873,6A,N4,2,7/9/24,F,HFD,10.3,2.3,8.82,4.18,2.32,10.9736,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.49,D12451i,24072303i,NA
B00002447874,7874,6A,H5,2,7/9/24,F,HFD,10.3,2.3,8.68,3.45,2.615,12.36895,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.77,D12451i,24072303i,NA
B00002447875,7875,6A,G5,2,7/9/24,F,HFD,10.3,2.3,8.82,3.82,2.5,11.825,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.71,D12451i,24072303i,NA
B00002447879,7879,6A,K5,2,7/9/24,F,HFD,10.3,2.3,8.55,3.59,2.48,11.7304,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.05,D12451i,24072303i,NA
B00002447864,7864,6A,I9,2,7/9/24,M,HFD,10.3,2.3,9.54,5.3,2.12,10.0276,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,9.37,D12451i,24072303i,NA
B00002447865,7865,6A,J9,2,7/9/24,M,HFD,10.3,2.3,15.76,9.65,3.055,14.45015,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.06,D12451i,24072303i,NA
B00002447860,7860,6A,L5,2,7/9/24,M,HFD,10.3,2.3,8.03,2.7,2.665,12.60545,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.56,D12451i,24072303i,NA
B00002447861,7861,6A,M5,2,7/9/24,M,HFD,10.3,2.3,8.73,5.4,1.665,7.87545,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,9.41,D12451i,24072303i,NA
B00002447866,7866,6A,K7,2,7/9/24,M,HFD,10.3,2.3,7.83,2.53,2.65,12.5345,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.3,D12451i,24072303i,NA
B00002447862,7862,6A,L7,2,7/9/24,M,HFD,10.3,2.3,9.4,2.64,3.38,15.9874,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.08,D12451i,24072303i,NA
B00002447867,7867,6A,H8,2,7/9/24,M,HFD,10.3,2.3,8.99,3.35,2.82,13.3386,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.12,D12451i,24072303i,NA
B00002447863,7863,6A,I8,2,7/9/24,M,HFD,10.3,2.3,11.65,8.04,1.805,8.53765,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.65,D12451i,24072303i,NA
B00002447880,7880,6A,J8,2,7/9/24,F,LFD,10.3,2.3,12.99,7.9,2.545,9.7219,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.1,D12450Ki,24080209i,NA
B00002447881,7881,6A,K7,2,7/9/24,F,LFD,10.3,2.3,9.43,3.89,2.77,10.5814,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.67,D12450Ki,24080209i,NA
B00002447882,7882,6A,L9,2,7/9/24,F,LFD,10.3,2.3,14.5,9.87,2.315,8.8433,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.69,D12450Ki,24080209i,NA
B00002447883,7883,6A,M9,2,7/9/24,F,LFD,10.3,2.3,9,4.37,2.315,8.8433,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.24,D12450Ki,24080209i,NA
B00002447868,7868,6A,K8,2,7/9/24,M,LFD,10.3,2.3,14.16,8.13,3.015,11.5173,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.4,D12450Ki,24080209i,NA
B00002447869,7869,6A,L8,2,7/9/24,M,LFD,10.3,2.3,12.24,6.72,2.76,10.5432,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.23,D12450Ki,24080209i,NA
B00002447870,7870,6A,M8,2,7/9/24,M,LFD,10.3,2.3,11.31,5.72,2.795,10.6769,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.34,D12450Ki,24080209i,NA
B00002447871,7871,6A,N9,2,7/9/24,M,LFD,10.3,2.3,8.72,0.86,3.93,15.0126,NA,9/20/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.58,D12450Ki,24080209i,NA
B00002447876,7876,6A,L4,2,7/9/24,F,HFD,10.5,2.5,14.84,8.56,2.093333333,9.901466667,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.17,D12451i,24072303i,NA
B00002447872,7872,6A,M4,2,7/9/24,F,HFD,10.5,2.5,13.58,7.82,1.92,9.0816,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.19,D12451i,24072303i,NA
B00002447877,7877,6A,N8,2,7/9/24,F,HFD,10.5,2.5,14.18,7.53,2.216666667,10.48483333,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.6,D12451i,24072303i,NA
B00002447878,7878,6A,H9,2,7/9/24,F,HFD,10.5,2.5,10.35,3.28,2.356666667,11.14703333,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.65,D12451i,24072303i,NA
B00002447873,7873,6A,N4,2,7/9/24,F,HFD,10.5,2.5,13.49,5.66,2.61,12.3453,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.7,D12451i,24072303i,NA
B00002447874,7874,6A,H5,2,7/9/24,F,HFD,10.5,2.5,12.77,7.09,1.893333333,8.955466667,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.68,D12451i,24072303i,NA
B00002447875,7875,6A,G5,2,7/9/24,F,HFD,10.5,2.5,10.71,4.19,2.173333333,10.27986667,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.78,D12451i,24072303i,NA
B00002447879,7879,6A,K5,2,7/9/24,F,HFD,10.5,2.5,12.05,4.96,2.363333333,11.17856667,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.5,D12451i,24072303i,NA
B00002447864,7864,6A,I9,2,7/9/24,M,HFD,10.5,2.5,9.37,2.09,2.426666667,11.47813333,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.03,D12451i,24072303i,NA
B00002447865,7865,6A,J9,2,7/9/24,M,HFD,10.5,2.5,13.06,3.26,3.266666667,15.45133333,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,26.18,D12451i,24072303i,NA
B00002447860,7860,6A,L5,2,7/9/24,M,HFD,10.5,2.5,13.56,6.11,2.483333333,11.74616667,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.3,D12451i,24072303i,NA
B00002447861,7861,6A,M5,2,7/9/24,M,HFD,10.5,2.5,9.41,0.8,2.87,13.5751,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,24.53,D12451i,24072303i,NA
B00002447866,7866,6A,K7,2,7/9/24,M,HFD,10.5,2.5,13.3,6.81,2.163333333,10.23256667,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.09,D12451i,24072303i,NA
B00002447862,7862,6A,L7,2,7/9/24,M,HFD,10.5,2.5,14.08,5.53,2.85,13.4805,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,22.56,D12451i,24072303i,NA
B00002447867,7867,6A,H8,2,7/9/24,M,HFD,10.5,2.5,13.12,6.08,2.346666667,11.09973333,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,20.77,D12451i,24072303i,NA
B00002447863,7863,6A,I8,2,7/9/24,M,HFD,10.5,2.5,10.65,3.21,2.48,11.7304,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.37,D12451i,24072303i,NA
B00002447880,7880,6A,J8,2,7/9/24,F,LFD,10.5,2.5,13.1,4.63,2.823333333,10.78513333,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,24.31,D12450Ki,24080209i,NA
B00002447881,7881,6A,K7,2,7/9/24,F,LFD,10.5,2.5,12.67,4.85,2.606666667,9.957466667,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,22.22,D12450Ki,24080209i,NA
B00002447882,7882,6A,L9,2,7/9/24,F,LFD,10.5,2.5,12.69,4.63,2.686666667,10.26306667,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,22.05,D12450Ki,24080209i,NA
B00002447883,7883,6A,M9,2,7/9/24,F,LFD,10.5,2.5,15.24,7.74,2.5,9.55,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.43,D12450Ki,24080209i,NA
B00002447868,7868,6A,K8,2,7/9/24,M,LFD,10.5,2.5,12.4,3.91,2.83,10.8106,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,23.12,D12450Ki,24080209i,NA
B00002447869,7869,6A,L8,2,7/9/24,M,LFD,10.5,2.5,12.23,3.21,3.006666667,11.48546667,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,24.33,D12450Ki,24080209i,NA
B00002447870,7870,6A,M8,2,7/9/24,M,LFD,10.5,2.5,14.34,7.68,2.22,8.4804,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,21.52,D12450Ki,24080209i,NA
B00002447871,7871,6A,N9,2,7/9/24,M,LFD,10.5,2.5,17.58,7.7,3.293333333,12.58053333,NA,9/23/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,24.9,D12450Ki,24080209i,NA
B00002447876,7876,6A,L4,2,7/9/24,F,HFD,11,3,20.17,15.54,2.315,10.94995,17.82,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447872,7872,6A,M4,2,7/9/24,F,HFD,11,3,20.19,16.3,1.945,9.19985,17.67,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447877,7877,6A,N8,2,7/9/24,F,HFD,11,3,21.6,17.04,2.28,10.7844,19.47,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447878,7878,6A,H9,2,7/9/24,F,HFD,11,3,20.65,15.97,2.34,11.0682,18.55,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447873,7873,6A,N4,2,7/9/24,F,HFD,11,3,20.7,15.94,2.38,11.2574,19.74,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447874,7874,6A,H5,2,7/9/24,F,HFD,11,3,20.68,16.71,1.985,9.38905,18.28,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447875,7875,6A,G5,2,7/9/24,F,HFD,11,3,20.78,16,2.39,11.3047,19.01,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447879,7879,6A,K5,2,7/9/24,F,HFD,11,3,20.5,15.25,2.625,12.41625,19.26,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447864,7864,6A,I9,2,7/9/24,M,HFD,11,3,21.03,15.61,2.71,12.8183,25.44,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447865,7865,6A,J9,2,7/9/24,M,HFD,11,3,26.18,18.94,3.62,17.1226,29.09,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447860,7860,6A,L5,2,7/9/24,M,HFD,11,3,20.3,14.31,2.995,14.16635,26.75,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447861,7861,6A,M5,2,7/9/24,M,HFD,11,3,24.53,18.17,3.18,15.0414,26.75,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447866,7866,6A,K7,2,7/9/24,M,HFD,11,3,20.09,15.9,2.095,9.90935,23.65,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447862,7862,6A,L7,2,7/9/24,M,HFD,11,3,22.56,16.48,3.04,14.3792,26.16,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447867,7867,6A,H8,2,7/9/24,M,HFD,11,3,20.77,15.44,2.665,12.60545,24.83,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447863,7863,6A,I8,2,7/9/24,M,HFD,11,3,21.37,16.9,2.235,10.57155,28.12,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12451i,24072303i,NA
B00002447880,7880,6A,J8,2,7/9/24,F,LFD,11,3,24.31,20.86,1.725,6.5895,17.44,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12450Ki,24080209i,NA
B00002447881,7881,6A,K7,2,7/9/24,F,LFD,11,3,22.22,17.36,2.43,9.2826,17.99,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12450Ki,24080209i,NA
B00002447882,7882,6A,L9,2,7/9/24,F,LFD,11,3,22.05,18.22,1.915,7.3153,17.6,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12450Ki,24080209i,NA
B00002447883,7883,6A,M9,2,7/9/24,F,LFD,11,3,21.43,16.14,2.645,10.1039,18.14,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12450Ki,24080209i,NA
B00002447868,7868,6A,K8,2,7/9/24,M,LFD,11,3,23.12,18.73,2.195,8.3849,23.48,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12450Ki,24080209i,NA
B00002447869,7869,6A,L8,2,7/9/24,M,LFD,11,3,24.33,19.6,2.365,9.0343,23.57,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12450Ki,24080209i,NA
B00002447870,7870,6A,M8,2,7/9/24,M,LFD,11,3,21.52,17.4,2.06,7.8692,20.9,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12450Ki,24080209i,NA
B00002447871,7871,6A,N9,2,7/9/24,M,LFD,11,3,24.9,19.47,2.715,10.3713,27.4,9/25/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,,D12450Ki,24080209i,NA
B00002447876,7876,6A,L4,2,7/9/24,F,HFD,11.3,3.3,15.54,11.18,2.18,10.3114,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.39,D12451i,24072303i,NA
B00002447872,7872,6A,M4,2,7/9/24,F,HFD,11.3,3.3,16.3,11.39,2.455,11.61215,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.4,D12451i,24072303i,NA
B00002447877,7877,6A,N8,2,7/9/24,F,HFD,11.3,3.3,17.04,12.19,2.425,11.47025,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.52,D12451i,24072303i,NA
B00002447878,7878,6A,H9,2,7/9/24,F,HFD,11.3,3.3,15.97,11.81,2.08,9.8384,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.47,D12451i,24072303i,NA
B00002447873,7873,6A,N4,2,7/9/24,F,HFD,11.3,3.3,15.94,11.06,2.44,11.5412,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.09,D12451i,24072303i,NA
B00002447874,7874,6A,H5,2,7/9/24,F,HFD,11.3,3.3,16.71,12.52,2.095,9.90935,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.83,D12451i,24072303i,NA
B00002447875,7875,6A,G5,2,7/9/24,F,HFD,11.3,3.3,16,11.88,2.06,9.7438,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.4,D12451i,24072303i,NA
B00002447879,7879,6A,K5,2,7/9/24,F,HFD,11.3,3.3,15.25,10.92,2.165,10.24045,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.38,D12451i,24072303i,NA
B00002447864,7864,6A,I9,2,7/9/24,M,HFD,11.3,3.3,15.61,10.79,2.41,11.3993,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.46,D12451i,24072303i,NA
B00002447865,7865,6A,J9,2,7/9/24,M,HFD,11.3,3.3,18.94,11.92,3.51,16.6023,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.92,D12451i,24072303i,NA
B00002447860,7860,6A,L5,2,7/9/24,M,HFD,11.3,3.3,14.31,9.5,2.405,11.37565,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.38,D12451i,24072303i,NA
B00002447861,7861,6A,M5,2,7/9/24,M,HFD,11.3,3.3,18.17,13.07,2.55,12.0615,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.46,D12451i,24072303i,NA
B00002447866,7866,6A,K7,2,7/9/24,M,HFD,11.3,3.3,15.9,11.17,2.365,11.18645,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.33,D12451i,24072303i,NA
B00002447862,7862,6A,L7,2,7/9/24,M,HFD,11.3,3.3,16.48,11.15,2.665,12.60545,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.44,D12451i,24072303i,NA
B00002447867,7867,6A,H8,2,7/9/24,M,HFD,11.3,3.3,15.44,11.28,2.08,9.8384,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.55,D12451i,24072303i,NA
B00002447863,7863,6A,I8,2,7/9/24,M,HFD,11.3,3.3,16.9,12.99,1.955,9.24715,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.48,D12451i,24072303i,NA
B00002447880,7880,6A,J8,2,7/9/24,F,LFD,11.3,3.3,20.86,16.13,2.365,9.0343,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.16,D12450Ki,24080209i,NA
B00002447881,7881,6A,K7,2,7/9/24,F,LFD,11.3,3.3,17.36,12.22,2.57,9.8174,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.59,D12450Ki,24080209i,NA
B00002447882,7882,6A,L9,2,7/9/24,F,LFD,11.3,3.3,18.22,13.18,2.52,9.6264,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.41,D12450Ki,24080209i,NA
B00002447883,7883,6A,M9,2,7/9/24,F,LFD,11.3,3.3,16.14,11,2.57,9.8174,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.34,D12450Ki,24080209i,NA
B00002447868,7868,6A,K8,2,7/9/24,M,LFD,11.3,3.3,18.73,12.9,2.915,11.1353,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.87,D12450Ki,24080209i,NA
B00002447869,7869,6A,L8,2,7/9/24,M,LFD,11.3,3.3,19.6,12.84,3.38,12.9116,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,18.16,D12450Ki,24080209i,NA
B00002447870,7870,6A,M8,2,7/9/24,M,LFD,11.3,3.3,17.4,13.04,2.18,8.3276,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.1,D12450Ki,24080209i,NA
B00002447871,7871,6A,N9,2,7/9/24,M,LFD,11.3,3.3,19.47,13.72,2.875,10.9825,NA,9/27/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.12,D12450Ki,24080209i,NA
B00002447876,7876,6A,L4,2,7/9/24,F,HFD,11.5,3.5,10.39,3.19,2.4,11.352,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.73,D12451i,24072303i,NA
B00002447872,7872,6A,M4,2,7/9/24,F,HFD,11.5,3.5,13.4,8.15,1.75,8.2775,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.18,D12451i,24072303i,NA
B00002447877,7877,6A,N8,2,7/9/24,F,HFD,11.5,3.5,13.52,6.84,2.226666667,10.53213333,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.76,D12451i,24072303i,NA
B00002447878,7878,6A,H9,2,7/9/24,F,HFD,11.5,3.5,10.47,2.7,2.59,12.2507,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,18,D12451i,24072303i,NA
B00002447873,7873,6A,N4,2,7/9/24,F,HFD,11.5,3.5,14.09,6.56,2.51,11.8723,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.59,D12451i,24072303i,NA
B00002447874,7874,6A,H5,2,7/9/24,F,HFD,11.5,3.5,10.83,4.06,2.256666667,10.67403333,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.9,D12451i,24072303i,NA
B00002447875,7875,6A,G5,2,7/9/24,F,HFD,11.5,3.5,10.4,3.16,2.413333333,11.41506667,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,19.48,D12451i,24072303i,NA
B00002447879,7879,6A,K5,2,7/9/24,F,HFD,11.5,3.5,14.38,7,2.46,11.6358,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.57,D12451i,24072303i,NA
B00002447864,7864,6A,I9,2,7/9/24,M,HFD,11.5,3.5,13.46,5.93,2.51,11.8723,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.69,D12451i,24072303i,NA
B00002447865,7865,6A,J9,2,7/9/24,M,HFD,11.5,3.5,12.92,2.93,3.33,15.7509,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,19.9,D12451i,24072303i,NA
B00002447860,7860,6A,L5,2,7/9/24,M,HFD,11.5,3.5,14.38,5.75,2.876666667,13.60663333,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,18.08,D12451i,24072303i,NA
B00002447861,7861,6A,M5,2,7/9/24,M,HFD,11.5,3.5,13.46,5.13,2.776666667,13.13363333,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.47,D12451i,24072303i,NA
B00002447866,7866,6A,K7,2,7/9/24,M,HFD,11.5,3.5,12.33,5.29,2.346666667,11.09973333,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.28,D12451i,24072303i,NA
B00002447862,7862,6A,L7,2,7/9/24,M,HFD,11.5,3.5,14.44,5.83,2.87,13.5751,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.85,D12451i,24072303i,NA
B00002447867,7867,6A,H8,2,7/9/24,M,HFD,11.5,3.5,12.55,4.64,2.636666667,12.47143333,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,17.22,D12451i,24072303i,NA
B00002447863,7863,6A,I8,2,7/9/24,M,HFD,11.5,3.5,13.48,6.07,2.47,11.6831,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.98,D12451i,24072303i,NA
B00002447880,7880,6A,J8,2,7/9/24,F,LFD,11.5,3.5,12.16,3.96,2.733333333,10.44133333,NA,9/30/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.9,D12450Ki,24080209i,NA
