MICE_ID_RAR_INDIVIDUAL,ID_MICE,RACK,LOCATION,COHORT,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,AIM,COMMENTS,FAT,LEAN,FREE_WATER,TOTAL_WATER,TIME_DATE_DURA,NEW_FOOD_END_SESSION_G,RESEARCH_DIET_FORMULA,LOT_FOOD,COMMENT_TWO
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,22.3,14.3,10.54,6.78,25.03,7/10/24,2B_EEGAP,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,22.3,14.3,13.18,9.53,28.02,7/10/24,2B_EEGAP,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,22.3,14.3,11.05,6.41,29.55,7/10/24,2B_EEGAP,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,22.3,14.3,11.27,6.92,29.1,7/10/24,2B_EEGAP,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,22.3,14.3,14.68,9.82,31.24,7/10/24,2B_EEGAP,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,22.3,14.3,13.89,8.18,28.86,7/10/24,2B_EEGAP,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,22.3,14.3,14.54,10.13,27.99,7/10/24,2B_EEGAP,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,22.3,14.3,17.4,12.72,27.38,7/10/24,2B_EEGAP,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,22.3,14.3,13.2,7.45,28.28,7/10/24,2B_EEGAP,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,22.3,14.3,15.5,9.97,30.05,7/10/24,2B_EEGAP,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,22.3,14.3,13.97,9.61,25.55,7/10/24,2B_EEGAP,CAGE_REPLACEMENT,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,22.5,14.5,13.41,10.26,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.21,D12451i,24030401i,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,22.5,14.5,10.06,6.31,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.71,D12451i,24030401i,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,22.5,14.5,11.14,8.07,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.12,D12451i,24030401i,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,22.5,14.5,7.07,4.2,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.85,D12451i,24030401i,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,22.5,14.5,7.04,2.31,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.21,D12451i,24030401i,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,22.5,14.5,10.13,6.58,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.49,D12451i,24030401i,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,22.5,14.5,8.49,6.22,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11,D12451i,24030401i,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,22.5,14.5,6.93,4.2,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.57,D12451i,24030401i,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,22.5,14.5,9.04,3.86,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.53,D12450Hi,24031808i ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,22.5,14.5,11.7,6.26,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.42,D12450Hi,24031808i ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,22.5,14.5,8.48,5.37,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.41,D12450Hi,24031808i ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,22.5,14.5,11.6,5.8,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.94,D12450Hi,24031808i ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,22.5,14.5,11.41,7.5,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.03,D12451i,24030401i,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,22.5,14.5,6.78,3.91,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.6,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,22.5,14.5,9.53,6.72,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.45,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,22.5,14.5,6.41,3.16,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.83,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,22.5,14.5,6.92,3.27,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.15,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,22.5,14.5,9.82,6.93,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.09,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,22.5,14.5,8.18,4.3,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.39,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,22.5,14.5,10.13,8.48,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.59,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,22.5,14.5,12.72,6.59,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.27,D12450Hi,24031808i ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,22.5,14.5,7.45,2.53,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.15,D12450Hi,24031808i ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,22.5,14.5,9.97,4.47,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.49,D12450Hi,24031808i ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,22.5,14.5,9.61,4.45,NA,7/12/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.71,D12450Hi,24031808i ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,23,15,13.21,8.03,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.05,D12451i,24030401i,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,23,15,14.71,8.48,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.32,D12451i,24030401i,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,23,15,13.12,8.14,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.01,D12451i,24030401i,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,23,15,13.85,6.97,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.87,D12451i,24030401i,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,23,15,14.21,8.23,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.35,D12451i,24030401i,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,23,15,11.49,4.48,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.1,D12451i,24030401i,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,23,15,11,4.74,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.69,D12451i,24030401i,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,23,15,14.57,4.46,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.26,D12451i,24030401i,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,23,15,11.53,4.64,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.15,D12450Hi,24031808i ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,23,15,12.42,5.51,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.28,D12450Hi,24031808i ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,23,15,12.41,6.01,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.99,D12450Hi,24031808i ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,23,15,11.94,4.35,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.14,D12450Hi,24031808i ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,23,15,11.03,4.92,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.57,D12451i,24030401i,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,23,15,13.6,8.47,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.16,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,23,15,10.45,4.44,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.11,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,23,15,13.83,5.98,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.63,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,23,15,11.15,4.91,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.56,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,23,15,13.09,5.95,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.1,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,23,15,10.39,4.46,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.31,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,23,15,10.59,4.9,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.73,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,23,15,11.27,3.29,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.13,D12450Hi,24031808i ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,23,15,12.15,4.26,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.33,D12450Hi,24031808i ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,23,15,12.49,5.5,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.59,D12450Hi,24031808i ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,23,15,12.71,5.56,NA,7/15/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.58,D12450Hi,24031808i ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,23.3,15.3,15.05,10.49,20.6,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,23.3,15.3,13.32,8.6,22,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,23.3,15.3,12.01,7.52,21.01,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,23.3,15.3,14.87,11.1,21.09,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,23.3,15.3,12.35,8.72,23.13,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,23.3,15.3,13.1,8.83,22.69,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,23.3,15.3,10.69,6.23,22.06,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,23.3,15.3,12.26,7.9,22.91,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,23.3,15.3,12.15,6.78,21.56,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,23.3,15.3,13.28,8.79,20.56,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,23.3,15.3,12.99,7.76,20.07,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,23.3,15.3,13.14,8.9,20.18,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,23.3,15.3,13.57,9.06,29.32,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,23.3,15.3,13.16,8.72,24.92,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,23.3,15.3,13.11,9.28,26.36,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,23.3,15.3,14.63,8.93,31.05,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,23.3,15.3,12.56,7.12,29.63,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,23.3,15.3,13.1,7.36,32.08,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,23.3,15.3,13.31,8.93,27.55,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,23.3,15.3,10.73,6.78,25.91,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,23.3,15.3,14.13,8.52,26.87,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,23.3,15.3,14.33,8.65,28.4,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,23.3,15.3,12.59,7.33,29.65,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,23.3,15.3,14.58,9.03,26.49,7/17/24,2B_EEGAP,NA,NA,NA,NA,NA,NA,NA,D12450Hi,24031808i ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,23.5,15.5,10.49,6.15,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.54,D12451i,24030401i,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,23.5,15.5,8.6,4.54,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.5,D12451i,24030401i,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,23.5,15.5,7.52,3.24,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.3,D12451i,24030401i,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,23.5,15.5,11.1,6.31,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.98,D12451i,24030401i,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,23.5,15.5,8.72,3.05,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.32,D12451i,24030401i,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,23.5,15.5,8.83,4.42,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.98,D12451i,24030401i,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,23.5,15.5,6.23,1.95,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.36,D12451i,24030401i,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,23.5,15.5,7.9,5,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.4,D12451i,24030401i,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,23.5,15.5,6.78,2.66,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.04,D12450Hi,24031808i ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,23.5,15.5,8.79,3.71,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.58,D12450Hi,24031808i ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,23.5,15.5,7.76,4.33,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.55,D12450Hi,24031808i ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,23.5,15.5,8.9,3.78,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.63,D12450Hi,24031808i ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,23.5,15.5,9.06,5.19,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.4,D12451i,24030401i,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,23.5,15.5,8.72,4.74,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.33,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,23.5,15.5,9.28,5.81,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.07,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,23.5,15.5,8.93,4.94,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.4,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,23.5,15.5,7.12,3.64,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.82,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,23.5,15.5,7.36,3.89,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.33,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,23.5,15.5,8.93,5.33,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.57,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,23.5,15.5,6.78,2.04,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.11,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,23.5,15.5,8.52,2.53,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.03,D12450Hi,24031808i ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,23.5,15.5,8.65,3.56,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.18,D12450Hi,24031808i ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,23.5,15.5,7.33,2.09,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.33,D12450Hi,24031808i ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,23.5,15.5,9.03,4.37,NA,7/19/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.74,D12450Hi,24031808i ,
B00002443993,3993,6A,H1,1,2/6/24,F,HFD,24,16,11.54,6.57,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.15,D12451i,24030401i,
B00002443994,3994,6A,I1,1,2/6/24,F,HFD,24,16,10.5,3.53,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.79,D12451i,24030401i,
B00002443995,3995,6A,J1,1,2/6/24,F,HFD,24,16,10.3,3.91,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.17,D12451i,24030401i,
B00002443996,3996,6A,K1,1,2/6/24,F,HFD,24,16,10.98,6,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.27,D12451i,24030401i,
B00002443997,3997,6A,L1,1,2/6/24,F,HFD,24,16,11.32,5.14,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.27,D12451i,24030401i,
B00002443998,3998,6A,M1,1,2/6/24,F,HFD,24,16,10.98,4.07,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13,D12451i,24030401i,
B00002443999,3999,6A,H2,1,2/6/24,F,HFD,24,16,11.36,5.84,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.84,D12451i,24030401i,
B00002444000,4000,6A,I2,1,2/6/24,F,HFD,24,16,10.4,3.36,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.17,D12451i,24030401i,
B00002444001,4001,6A,J2,1,2/6/24,F,LFD,24,16,11.04,3.02,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.82,D12450Hi,24031808i ,
B00002444002,4002,6A,K2,1,2/6/24,F,LFD,24,16,11.58,3.98,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.63,D12450Hi,24031808i ,
B00002444003,4003,6A,L2,1,2/6/24,F,LFD,24,16,10.55,3.69,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.3,D12450Hi,24031808i ,
B00002444004,4004,6A,M2,1,2/6/24,F,LFD,24,16,10.63,2.67,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.64,D12450Hi,24031808i ,
B00002444005,4005,6A,N2,1,2/6/24,M,HFD,24,16,11.4,4.32,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.2,D12451i,24030401i,
B00002444006,4006,6A,H3,1,2/6/24,M,HFD,24,16,10.33,4.81,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.49,D12451i,24030401i,
B00002444007,4007,6A,I3,1,2/6/24,M,HFD,24,16,11.07,4.03,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,11.26,D12451i,24030401i,
B00002444008,4008,6A,J3,1,2/6/24,M,HFD,24,16,10.4,3.68,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.58,D12451i,24030401i,
B00002444009,4009,6A,K3,1,2/6/24,M,HFD,24,16,10.82,3.59,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,12.89,D12451i,24030401i,
B00002444010,4010,6A,L3,1,2/6/24,M,HFD,24,16,11.33,3.11,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.85,D12451i,24030401i,
B00002444011,4011,6A,M3,1,2/6/24,M,HFD,24,16,10.57,3.21,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.38,D12451i,24030401i,
B00002444012,4012,6A,N3,1,2/6/24,M,HFD,24,16,11.11,5.26,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,10.8,D12451i,24030401i,
B00002444013,4013,6A,H4,1,2/6/24,M,LFD,24,16,13.03,3.78,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,16.25,D12450Hi,24031808i ,
B00002444014,4014,6A,I4,1,2/6/24,M,LFD,24,16,11.18,3.8,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,14.11,D12450Hi,24031808i ,
B00002444015,4015,6A,J4,1,2/6/24,M,LFD,24,16,10.33,1.2,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,15.05,D12450Hi,24031808i ,
B00002444016,4016,6A,K4,1,2/6/24,M,LFD,24,16,11.74,4.4,NA,7/22/24,2B_EEGAP,FOOD_REPLACEMENT,NA,NA,NA,NA,NA,13.43,D12450Hi,24031808i ,
